resolucao_lst_m,buffer_medido_km,anel_do_efeito_km,excesso_construida_no_anel_pp,ha_convertidos_no_anel,fracao_do_disco_5km,contraste_termico_construida_c,efeito_esperado_no_disco_c,desvio_do_excesso_c,n_pares,efeito_minimo_detectavel_c,razao_mde_sobre_esperado
1000,5.0,0.5,2.0589,1.62,0.000206,7.23,0.00149,0.879,15,0.636,426.8
