campus,site_id,tipo,zona,sensor,classe_id,classe,pct_inicio,pct_fim,delta_pp
everest-goiania,ctrl-everest-goiania-p01,controle,0.5-1km,landsat,3,solo_exposto_obras,0.0,0.019,0.019
everest-goiania,ctrl-everest-goiania-p01,controle,0.5-1km,landsat,4,construida_urbana,5.351,8.6717,3.3207
everest-goiania,ctrl-everest-goiania-p01,controle,0.5-1km,landsat,5,agua,0.6072,0.6452,0.038
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,0-0.5km,landsat,1,vegetacao_densa,0.0,0.1674,0.1674
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,0-0.5km,landsat,2,vegetacao_rala,11.3281,10.7701,-0.558
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,0-0.5km,landsat,3,solo_exposto_obras,0.4464,0.6138,0.1674
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,0-0.5km,landsat,4,construida_urbana,88.2254,88.4487,0.2232
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,0-0.5km,landsat,5,agua,0.0,0.0,0.0
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,0.5-1km,landsat,1,vegetacao_densa,0.2595,0.3407,0.0812
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,0.5-1km,landsat,2,vegetacao_rala,14.8629,14.6824,-0.1805
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,0.5-1km,landsat,3,solo_exposto_obras,0.7598,0.695,-0.0648
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,0.5-1km,landsat,4,construida_urbana,84.1179,84.282,0.1641
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,0.5-1km,landsat,5,agua,0.0,0.0,0.0
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0-0.5km,landsat,1,vegetacao_densa,18.8679,11.3762,-7.4917
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0-0.5km,landsat,2,vegetacao_rala,70.8657,79.0233,8.1576
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0-0.5km,landsat,3,solo_exposto_obras,0.3885,0.0,-0.3885
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0-0.5km,landsat,4,construida_urbana,9.6559,9.2675,-0.3885
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0-0.5km,landsat,5,agua,0.222,0.333,0.111
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0.5-1km,landsat,1,vegetacao_densa,15.7895,12.0089,-3.7806
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0.5-1km,landsat,2,vegetacao_rala,67.4759,71.7383,4.2624
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0.5-1km,landsat,3,solo_exposto_obras,0.1297,0.0371,-0.0927
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0.5-1km,landsat,4,construida_urbana,16.2528,16.086,-0.1668
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0.5-1km,landsat,5,agua,0.3521,0.1297,-0.2224
scala-sgigsm01,scala-sgigsm01,tratamento,0-0.5km,s2,1,vegetacao_densa,0.0867,0.2135,0.1268
scala-sgigsm01,scala-sgigsm01,tratamento,0-0.5km,s2,2,vegetacao_rala,4.8045,5.1114,0.307
scala-sgigsm01,scala-sgigsm01,tratamento,0-0.5km,s2,3,solo_exposto_obras,26.478,25.8708,-0.6072
scala-sgigsm01,scala-sgigsm01,tratamento,0-0.5km,s2,4,construida_urbana,67.87,68.4372,0.5672
scala-sgigsm01,scala-sgigsm01,tratamento,0-0.5km,s2,5,agua,0.7607,0.367,-0.3937
scala-sgigsm01,scala-sgigsm01,tratamento,0.5-1km,s2,1,vegetacao_densa,0.5833,0.8451,0.2618
scala-sgigsm01,scala-sgigsm01,tratamento,0.5-1km,s2,2,vegetacao_rala,7.1441,6.2564,-0.8877
scala-sgigsm01,scala-sgigsm01,tratamento,0.5-1km,s2,3,solo_exposto_obras,24.7701,24.4359,-0.3342
scala-sgigsm01,scala-sgigsm01,tratamento,0.5-1km,s2,4,construida_urbana,66.9768,68.1156,1.1389
scala-sgigsm01,scala-sgigsm01,tratamento,0.5-1km,s2,5,agua,0.5258,0.347,-0.1788
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,0-0.5km,s2,1,vegetacao_densa,0.7004,0.7513,0.0509
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,0-0.5km,s2,2,vegetacao_rala,1.6491,1.7446,0.0955
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,0-0.5km,s2,3,solo_exposto_obras,5.7558,4.6161,-1.1397
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,0-0.5km,s2,4,construida_urbana,91.8948,92.8817,0.9869
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,0-0.5km,s2,5,agua,0.0,0.0064,0.0064
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,0.5-1km,s2,1,vegetacao_densa,4.8148,3.1914,-1.6233
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,0.5-1km,s2,2,vegetacao_rala,15.1297,17.8988,2.7692
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,0.5-1km,s2,3,solo_exposto_obras,5.9352,4.7893,-1.1459
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,0.5-1km,s2,4,construida_urbana,73.7321,73.9804,0.2483
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,0.5-1km,s2,5,agua,0.3883,0.1401,-0.2483
scala-spoapa01,scala-spoapa01,tratamento,0-0.5km,s2,1,vegetacao_densa,0.114,0.1203,0.0063
scala-spoapa01,scala-spoapa01,tratamento,0-0.5km,s2,2,vegetacao_rala,1.5955,1.8868,0.2912
scala-spoapa01,scala-spoapa01,tratamento,0-0.5km,s2,3,solo_exposto_obras,22.5972,19.5897,-3.0075
scala-spoapa01,scala-spoapa01,tratamento,0-0.5km,s2,4,construida_urbana,75.611,78.3652,2.7542
scala-spoapa01,scala-spoapa01,tratamento,0-0.5km,s2,5,agua,0.0823,0.038,-0.0443
scala-spoapa01,scala-spoapa01,tratamento,0.5-1km,s2,1,vegetacao_densa,0.0779,0.0779,0.0
scala-spoapa01,scala-spoapa01,tratamento,0.5-1km,s2,2,vegetacao_rala,0.806,1.0795,0.2736
scala-spoapa01,scala-spoapa01,tratamento,0.5-1km,s2,3,solo_exposto_obras,26.1258,21.7635,-4.3624
scala-spoapa01,scala-spoapa01,tratamento,0.5-1km,s2,4,construida_urbana,72.7104,76.8855,4.1751
scala-spoapa01,scala-spoapa01,tratamento,0.5-1km,s2,5,agua,0.2799,0.1936,-0.0863
scala-spoapa01,ctrl-scala-spoapa01-p01,controle,0-0.5km,s2,1,vegetacao_densa,0.0695,0.1643,0.0948
scala-spoapa01,ctrl-scala-spoapa01-p01,controle,0-0.5km,s2,2,vegetacao_rala,2.6612,2.7054,0.0442
scala-spoapa01,ctrl-scala-spoapa01-p01,controle,0-0.5km,s2,3,solo_exposto_obras,16.8078,9.8862,-6.9216
scala-spoapa01,ctrl-scala-spoapa01-p01,controle,0-0.5km,s2,4,construida_urbana,80.4425,87.2187,6.7762
scala-spoapa01,ctrl-scala-spoapa01-p01,controle,0-0.5km,s2,5,agua,0.019,0.0253,0.0063
scala-spoapa01,ctrl-scala-spoapa01-p01,controle,0.5-1km,s2,1,vegetacao_densa,0.3893,0.2777,-0.1115
scala-spoapa01,ctrl-scala-spoapa01-p01,controle,0.5-1km,s2,2,vegetacao_rala,2.2745,2.3987,0.1241
scala-spoapa01,ctrl-scala-spoapa01-p01,controle,0.5-1km,s2,3,solo_exposto_obras,17.9944,10.4069,-7.5874
scala-spoapa01,ctrl-scala-spoapa01-p01,controle,0.5-1km,s2,4,construida_urbana,79.1988,86.7946,7.5958
scala-spoapa01,ctrl-scala-spoapa01-p01,controle,0.5-1km,s2,5,agua,0.1431,0.122,-0.021
scala-tambore,scala-tambore,tratamento,0-0.5km,landsat,1,vegetacao_densa,15.5235,14.2599,-1.2635
scala-tambore,scala-tambore,tratamento,0-0.5km,landsat,2,vegetacao_rala,15.0421,13.1167,-1.9254
scala-tambore,scala-tambore,tratamento,0-0.5km,landsat,3,solo_exposto_obras,0.0602,0.4813,0.4212
scala-tambore,scala-tambore,tratamento,0-0.5km,landsat,4,construida_urbana,69.3141,71.1191,1.8051
scala-tambore,scala-tambore,tratamento,0-0.5km,landsat,5,agua,0.0602,1.0229,0.9627
scala-tambore,scala-tambore,tratamento,0.5-1km,landsat,1,vegetacao_densa,8.1839,7.8214,-0.3625
scala-tambore,scala-tambore,tratamento,0.5-1km,landsat,2,vegetacao_rala,13.182,11.7322,-1.4498
scala-tambore,scala-tambore,tratamento,0.5-1km,landsat,3,solo_exposto_obras,0.248,0.3243,0.0763
scala-tambore,scala-tambore,tratamento,0.5-1km,landsat,4,construida_urbana,78.2717,80.0076,1.736
scala-tambore,scala-tambore,tratamento,0.5-1km,landsat,5,agua,0.1145,0.1145,0.0
scala-tambore,ctrl-scala-tambore-p01,controle,0-0.5km,landsat,1,vegetacao_densa,14.9485,17.0103,2.0619
scala-tambore,ctrl-scala-tambore-p01,controle,0-0.5km,landsat,2,vegetacao_rala,70.6758,70.3322,-0.3436
scala-tambore,ctrl-scala-tambore-p01,controle,0-0.5km,landsat,3,solo_exposto_obras,0.0573,0.0573,0.0
scala-tambore,ctrl-scala-tambore-p01,controle,0-0.5km,landsat,4,construida_urbana,14.2612,11.9129,-2.3482
scala-tambore,ctrl-scala-tambore-p01,controle,0-0.5km,landsat,5,agua,0.0573,0.6873,0.63
scala-tambore,ctrl-scala-tambore-p01,controle,0.5-1km,landsat,1,vegetacao_densa,21.4695,23.2252,1.7557
scala-tambore,ctrl-scala-tambore-p01,controle,0.5-1km,landsat,2,vegetacao_rala,53.2443,51.9847,-1.2595
scala-tambore,ctrl-scala-tambore-p01,controle,0.5-1km,landsat,3,solo_exposto_obras,0.0573,0.2481,0.1908
scala-tambore,ctrl-scala-tambore-p01,controle,0.5-1km,landsat,4,construida_urbana,21.0305,18.7786,-2.2519
scala-tambore,ctrl-scala-tambore-p01,controle,0.5-1km,landsat,5,agua,4.1985,5.7634,1.5649
