campus_id,lat,lon,dist_km,l1_dw,ano_referencia
exp-quantico-data-center,-29.73313609487544,-51.1283808,19,0.1278,2019
exp-quantico-data-center,-29.738948603166147,-51.07744803926704,19,0.5998,2019
exp-quantico-data-center,-29.755991957407204,-51.02996949843299,19,0.9149,2019
exp-quantico-data-center,-29.78310999338561,-50.989168450689704,19,1.0042,2019
exp-quantico-data-center,-29.818461935131396,-50.95782084412417,19,1.003,2019
exp-quantico-data-center,-29.85964590647659,-50.938067367537826,19,0.9106,2019
exp-quantico-data-center,-29.903860664996373,-50.931266425853494,19,0.7423,2019
exp-quantico-data-center,-29.948095055294566,-50.93789832734535,19,0.6479,2019
exp-quantico-data-center,-29.989332661794556,-50.9575280571305,19,0.9255,2019
exp-quantico-data-center,-30.024757870852618,-50.98883036814152,19,0.9046,2019
exp-quantico-data-center,-30.051949174522363,-51.02967670927603,19,0.4554,2019
exp-quantico-data-center,-30.06904616467637,-51.077278996911275,19,0.1476,2019
exp-quantico-data-center,-29.989332661794556,-51.2992335428695,19,0.9038,2019
exp-quantico-data-center,-29.948095055294566,-51.31886327265465,19,1.0229,2019
exp-quantico-data-center,-29.903860664996373,-51.32549517414651,19,1.0049,2019
exp-quantico-data-center,-29.85964590647659,-51.31869423246218,19,0.8922,2019
exp-quantico-data-center,-29.818461935131396,-51.29894075587583,19,0.9002,2019
exp-quantico-data-center,-29.78310999338561,-51.2675931493103,19,1.0084,2019
exp-quantico-data-center,-29.755991957407204,-51.226792101567014,19,1.0109,2019
exp-quantico-data-center,-29.738948603166147,-51.179313560732965,19,0.341,2019
exp-quantico-data-center,-29.697163230638694,-51.1283808,23,0.2246,2019
exp-quantico-data-center,-29.7576393780627,-50.95990347423208,23,1.022,2019
exp-quantico-data-center,-29.800424504056735,-50.921950721536064,23,1.0037,2019
exp-quantico-data-center,-29.8502719129625,-50.898022976915,23,0.9692,2019
exp-quantico-data-center,-29.90379247156884,-50.88976877176242,23,0.8638,2019
exp-quantico-data-center,-29.957341797923043,-50.897775270385296,23,0.8599,2019
exp-quantico-data-center,-30.007267802075543,-50.92152167954106,23,1.0521,2019
exp-quantico-data-center,-30.050160291878164,-50.95940805652742,23,1.0314,2019
exp-quantico-data-center,-30.083085455566735,-51.00885935953022,23,0.7007,2019
exp-quantico-data-center,-30.10378868981791,-51.06649902560446,23,0.4087,2019
exp-quantico-data-center,-30.110851169361307,-51.1283808,23,0.539,2019
