site_id,tipo,pareado_com,ano,fase,sensor,raio_km,area_buffer_ha,pixels_validos,area_ha_vegetacao_densa,prop_vegetacao_densa,area_ha_vegetacao_rala,prop_vegetacao_rala,area_ha_solo_exposto_obras,prop_solo_exposto_obras,area_ha_construida_urbana,prop_construida_urbana,area_ha_agua,prop_agua
ascenty-maracanau,tratamento,ascenty-maracanau,2016,pos,landsat,0.5,78.54,886,0.18,0.002257,5.94,0.074492,3.87,0.048533,69.75,0.874718,0.0,0.0
ascenty-maracanau,tratamento,ascenty-maracanau,2017,pos,landsat,0.5,78.54,886,0.18,0.002257,4.32,0.054176,5.13,0.064334,70.11,0.879233,0.0,0.0
ascenty-maracanau,tratamento,ascenty-maracanau,2013,pre,landsat,1.0,314.16,3507,20.25,0.064157,96.57,0.30596,6.48,0.02053,191.88,0.607927,0.45,0.001426
ascenty-maracanau,tratamento,ascenty-maracanau,2014,durante,landsat,1.0,314.16,3358,20.07,0.066409,86.58,0.28648,4.14,0.013699,191.07,0.632222,0.36,0.001191
ascenty-maracanau,tratamento,ascenty-maracanau,2015,durante,landsat,1.0,314.16,3509,18.72,0.059276,75.51,0.239099,4.95,0.015674,216.45,0.68538,0.18,0.00057
ascenty-maracanau,tratamento,ascenty-maracanau,2016,pos,landsat,1.0,314.16,3528,4.14,0.013039,85.05,0.267857,5.49,0.01729,222.84,0.701814,0.0,0.0
ascenty-maracanau,tratamento,ascenty-maracanau,2017,pos,landsat,1.0,314.16,3528,7.47,0.023526,72.9,0.229592,8.91,0.028061,228.24,0.718821,0.0,0.0
ascenty-maracanau,tratamento,ascenty-maracanau,2013,pre,landsat,1.5,706.86,7929,57.87,0.081095,231.57,0.324505,11.79,0.016522,411.39,0.576491,0.99,0.001387
ascenty-maracanau,tratamento,ascenty-maracanau,2014,durante,landsat,1.5,706.86,7780,50.4,0.071979,218.79,0.312468,6.84,0.009769,422.64,0.603599,1.53,0.002185
ascenty-maracanau,tratamento,ascenty-maracanau,2015,durante,landsat,1.5,706.86,7929,47.52,0.066591,212.4,0.297642,8.1,0.011351,443.7,0.621768,1.89,0.002649
ascenty-maracanau,tratamento,ascenty-maracanau,2016,pos,landsat,1.5,706.86,7950,9.72,0.013585,225.9,0.315723,7.11,0.009937,472.23,0.66,0.54,0.000755
ascenty-maracanau,tratamento,ascenty-maracanau,2017,pos,landsat,1.5,706.86,7950,17.64,0.024654,197.73,0.276352,14.58,0.020377,484.74,0.677484,0.81,0.001132
ascenty-maracanau,tratamento,ascenty-maracanau,2013,pre,landsat,2.0,1256.64,14112,97.38,0.076672,381.96,0.300737,17.37,0.013676,771.39,0.607355,1.98,0.001559
ascenty-maracanau,tratamento,ascenty-maracanau,2014,durante,landsat,2.0,1256.64,13962,82.71,0.065822,370.08,0.294514,12.06,0.009597,788.31,0.627346,3.42,0.002722
ascenty-maracanau,tratamento,ascenty-maracanau,2015,durante,landsat,2.0,1256.64,14108,65.79,0.051815,361.35,0.28459,14.22,0.011199,824.22,0.649135,4.14,0.003261
ascenty-maracanau,tratamento,ascenty-maracanau,2016,pos,landsat,2.0,1256.64,14133,18.0,0.014151,373.23,0.293427,13.05,0.01026,866.25,0.68103,1.44,0.001132
ascenty-maracanau,tratamento,ascenty-maracanau,2017,pos,landsat,2.0,1256.64,14133,30.42,0.023916,333.36,0.262082,20.79,0.016345,885.33,0.696031,2.07,0.001627
ascenty-maracanau,tratamento,ascenty-maracanau,2013,pre,landsat,3.0,2827.43,31760,335.7,0.117443,778.68,0.272418,31.95,0.011178,1651.41,0.577739,60.66,0.021222
ascenty-maracanau,tratamento,ascenty-maracanau,2014,durante,landsat,3.0,2827.43,31507,315.27,0.111182,744.57,0.262577,24.12,0.008506,1695.78,0.598026,55.89,0.01971
ascenty-maracanau,tratamento,ascenty-maracanau,2015,durante,landsat,3.0,2827.43,31646,264.78,0.092966,749.16,0.263035,30.24,0.010617,1742.85,0.611926,61.11,0.021456
ascenty-maracanau,tratamento,ascenty-maracanau,2016,pos,landsat,3.0,2827.43,31781,160.65,0.056166,782.01,0.273402,27.09,0.009471,1837.35,0.642365,53.19,0.018596
ascenty-maracanau,tratamento,ascenty-maracanau,2017,pos,landsat,3.0,2827.43,31781,193.05,0.067493,715.41,0.250118,41.31,0.014443,1849.23,0.646518,61.29,0.021428
ascenty-maracanau,tratamento,ascenty-maracanau,2013,pre,landsat,5.0,7853.98,88240,1273.23,0.160324,1976.13,0.248833,101.43,0.012772,4418.46,0.556369,172.35,0.021702
ascenty-maracanau,tratamento,ascenty-maracanau,2014,durante,landsat,5.0,7853.98,87972,1300.5,0.164257,1845.72,0.23312,76.05,0.009605,4532.67,0.572489,162.54,0.020529
ascenty-maracanau,tratamento,ascenty-maracanau,2015,durante,landsat,5.0,7853.98,88008,1052.64,0.132897,1937.7,0.244637,90.18,0.011385,4644.0,0.58631,196.2,0.02477
ascenty-maracanau,tratamento,ascenty-maracanau,2016,pos,landsat,5.0,7853.98,88266,751.77,0.094634,2014.02,0.253529,78.84,0.009925,4900.14,0.61684,199.17,0.025072
ascenty-maracanau,tratamento,ascenty-maracanau,2017,pos,landsat,5.0,7853.98,88264,922.14,0.116084,1847.16,0.23253,100.98,0.012712,4879.17,0.614214,194.31,0.024461
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2017,pre,landsat,0.5,78.54,861,0.9,0.011614,8.91,0.114983,0.09,0.001161,67.59,0.872242,0.0,0.0
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2018,pre,landsat,0.5,78.54,764,1.89,0.027487,8.73,0.126963,0.09,0.001309,58.05,0.844241,0.0,0.0
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2019,pre,landsat,0.5,78.54,869,2.88,0.036824,9.72,0.124281,0.45,0.005754,65.16,0.833142,0.0,0.0
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2020,durante,landsat,0.5,78.54,781,1.26,0.017926,9.27,0.131882,0.0,0.0,59.67,0.848912,0.09,0.00128
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2021,durante,landsat,0.5,78.54,874,2.34,0.029748,7.65,0.097254,0.27,0.003432,68.22,0.867277,0.18,0.002288
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2022,durante,landsat,0.5,78.54,874,2.07,0.026316,7.92,0.100686,0.45,0.005721,68.22,0.867277,0.0,0.0
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2023,durante,landsat,0.5,78.54,874,2.79,0.035469,8.91,0.113272,0.27,0.003432,66.69,0.847826,0.0,0.0
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2017,pre,landsat,1.0,314.16,3477,5.94,0.018982,59.31,0.189531,4.14,0.01323,241.2,0.770779,2.34,0.007478
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2018,pre,landsat,1.0,314.16,3370,10.89,0.035905,68.67,0.226409,4.05,0.013353,219.69,0.724332,0.0,0.0
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2019,pre,landsat,1.0,314.16,3485,14.76,0.047059,71.82,0.228981,2.34,0.007461,224.64,0.716212,0.09,0.000287
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2020,durante,landsat,1.0,314.16,3330,6.84,0.022823,62.82,0.20961,1.44,0.004805,227.88,0.76036,0.72,0.002402
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2021,durante,landsat,1.0,314.16,3489,13.77,0.043852,57.69,0.18372,1.71,0.005446,240.48,0.765835,0.36,0.001146
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2022,durante,landsat,1.0,314.16,3492,10.17,0.03236,61.56,0.195876,3.15,0.010023,239.22,0.761168,0.18,0.000573
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2023,durante,landsat,1.0,314.16,3490,15.66,0.049857,67.95,0.216332,2.61,0.008309,225.45,0.717765,2.43,0.007736
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2017,pre,landsat,1.5,706.86,7837,26.73,0.037897,113.67,0.161159,11.52,0.016333,550.98,0.781166,2.43,0.003445
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2018,pre,landsat,1.5,706.86,7734,35.37,0.050815,117.81,0.169253,9.9,0.014223,532.53,0.765063,0.45,0.000646
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2019,pre,landsat,1.5,706.86,7849,48.06,0.068034,119.79,0.169576,5.76,0.008154,532.44,0.753727,0.36,0.00051
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2020,durante,landsat,1.5,706.86,7691,29.79,0.043037,113.94,0.164608,9.36,0.013522,536.76,0.775452,2.34,0.003381
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2021,durante,landsat,1.5,706.86,7853,43.65,0.06176,100.71,0.142493,6.12,0.008659,555.57,0.786069,0.72,0.001019
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2022,durante,landsat,1.5,706.86,7856,39.15,0.055372,110.7,0.156568,6.66,0.00942,550.17,0.778131,0.36,0.000509
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2023,durante,landsat,1.5,706.86,7852,47.61,0.067371,119.52,0.169129,5.4,0.007641,530.64,0.750891,3.51,0.004967
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2017,pre,landsat,2.0,1256.64,13933,64.8,0.051676,192.78,0.153736,12.87,0.010263,980.73,0.7821,2.79,0.002225
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2018,pre,landsat,2.0,1256.64,13837,73.62,0.059117,201.96,0.162174,12.33,0.009901,956.52,0.768086,0.9,0.000723
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2019,pre,landsat,2.0,1256.64,13952,97.47,0.077623,202.77,0.161482,6.21,0.004946,948.33,0.755232,0.9,0.000717
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2020,durante,landsat,2.0,1256.64,13606,65.25,0.053285,198.72,0.162281,12.6,0.01029,944.82,0.771571,3.15,0.002572
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2021,durante,landsat,2.0,1256.64,13949,87.57,0.069754,173.79,0.138433,10.44,0.008316,982.08,0.782278,1.53,0.001219
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2022,durante,landsat,2.0,1256.64,13963,80.37,0.063955,189.63,0.150899,8.55,0.006804,977.04,0.777483,1.08,0.000859
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2023,durante,landsat,2.0,1256.64,13922,95.94,0.076569,196.56,0.156874,6.48,0.005172,949.86,0.758081,4.14,0.003304
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2017,pre,landsat,3.0,2827.43,31360,332.91,0.117953,504.0,0.178571,20.52,0.00727,1952.55,0.691805,12.42,0.004401
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2018,pre,landsat,3.0,2827.43,31287,348.12,0.12363,515.07,0.182919,28.44,0.0101,1914.66,0.679963,9.54,0.003388
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2019,pre,landsat,3.0,2827.43,31404,408.6,0.144568,499.05,0.17657,21.06,0.007451,1888.74,0.668259,8.91,0.003152
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2020,durante,landsat,3.0,2827.43,30825,313.92,0.113155,511.56,0.184396,38.25,0.013788,1896.3,0.683536,14.22,0.005126
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2021,durante,landsat,3.0,2827.43,31402,352.89,0.124865,443.79,0.157028,37.98,0.013439,1978.56,0.700083,12.96,0.004586
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2022,durante,landsat,3.0,2827.43,31426,337.23,0.119232,483.3,0.170878,24.12,0.008528,1973.07,0.697607,10.62,0.003755
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2023,durante,landsat,3.0,2827.43,30975,371.07,0.133107,485.82,0.17427,21.06,0.007554,1896.75,0.680387,13.05,0.004681
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2017,pre,landsat,5.0,7853.98,86638,1530.81,0.196323,1952.55,0.25041,49.14,0.006302,4223.97,0.541714,40.95,0.005252
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2018,pre,landsat,5.0,7853.98,86982,1565.73,0.200007,1981.08,0.253064,79.65,0.010175,4167.18,0.532317,34.74,0.004438
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2019,pre,landsat,5.0,7853.98,87117,1842.39,0.234983,1840.41,0.23473,59.94,0.007645,4058.28,0.517603,39.51,0.005039
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2020,durante,landsat,5.0,7853.98,86656,1566.9,0.200909,1945.44,0.249446,86.49,0.01109,4137.66,0.530535,62.55,0.00802
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2021,durante,landsat,5.0,7853.98,87253,1623.78,0.206778,1719.54,0.218972,116.73,0.014865,4348.26,0.553723,44.46,0.005662
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2022,durante,landsat,5.0,7853.98,87217,1545.75,0.196923,1849.68,0.235642,75.24,0.009585,4334.58,0.552209,44.28,0.005641
ctrl-ascenty-osasco-p01,controle,ascenty-osasco,2023,durante,landsat,5.0,7853.98,85895,1723.23,0.222912,1794.87,0.232179,44.73,0.005786,4122.54,0.533279,45.18,0.005844
ascenty-osasco,tratamento,ascenty-osasco,2017,pre,landsat,0.5,78.54,871,1.71,0.021814,11.16,0.142365,0.81,0.010333,64.71,0.825488,0.0,0.0
ascenty-osasco,tratamento,ascenty-osasco,2018,pre,landsat,0.5,78.54,872,2.88,0.036697,12.87,0.163991,0.45,0.005734,62.28,0.793578,0.0,0.0
ascenty-osasco,tratamento,ascenty-osasco,2019,pre,landsat,0.5,78.54,872,4.41,0.056193,13.32,0.169725,0.63,0.008028,59.94,0.763761,0.18,0.002294
ascenty-osasco,tratamento,ascenty-osasco,2020,durante,landsat,0.5,78.54,872,2.25,0.02867,12.06,0.15367,0.54,0.006881,63.18,0.805046,0.45,0.005734
ascenty-osasco,tratamento,ascenty-osasco,2021,durante,landsat,0.5,78.54,872,1.89,0.024083,8.46,0.107798,1.35,0.017202,66.78,0.850917,0.0,0.0
ascenty-osasco,tratamento,ascenty-osasco,2022,durante,landsat,0.5,78.54,872,2.25,0.02867,11.79,0.150229,1.08,0.013761,63.36,0.807339,0.0,0.0
ascenty-osasco,tratamento,ascenty-osasco,2023,durante,landsat,0.5,78.54,863,2.25,0.028969,10.89,0.140209,0.36,0.004635,64.08,0.825029,0.09,0.001159
ascenty-osasco,tratamento,ascenty-osasco,2017,pre,landsat,1.0,314.16,3489,11.25,0.035827,36.9,0.117512,1.26,0.004013,264.51,0.842362,0.09,0.000287
ascenty-osasco,tratamento,ascenty-osasco,2018,pre,landsat,1.0,314.16,3490,15.03,0.047851,39.87,0.126934,0.63,0.002006,258.57,0.823209,0.0,0.0
ascenty-osasco,tratamento,ascenty-osasco,2019,pre,landsat,1.0,314.16,3490,19.98,0.06361,40.23,0.12808,1.08,0.003438,252.45,0.803725,0.36,0.001146
ascenty-osasco,tratamento,ascenty-osasco,2020,durante,landsat,1.0,314.16,3490,13.41,0.042693,37.44,0.119198,2.07,0.00659,260.55,0.829513,0.63,0.002006
ascenty-osasco,tratamento,ascenty-osasco,2021,durante,landsat,1.0,314.16,3490,9.81,0.031232,29.88,0.095129,2.34,0.00745,272.07,0.866189,0.0,0.0
ascenty-osasco,tratamento,ascenty-osasco,2022,durante,landsat,1.0,314.16,3490,11.16,0.03553,38.25,0.121777,1.98,0.006304,262.62,0.836103,0.09,0.000287
ascenty-osasco,tratamento,ascenty-osasco,2023,durante,landsat,1.0,314.16,3481,14.94,0.047687,37.8,0.120655,2.07,0.006607,258.21,0.824188,0.27,0.000862
ascenty-osasco,tratamento,ascenty-osasco,2017,pre,landsat,1.5,706.86,7855,15.93,0.022533,65.16,0.092171,4.14,0.005856,619.83,0.876766,1.89,0.002673
ascenty-osasco,tratamento,ascenty-osasco,2018,pre,landsat,1.5,706.86,7856,21.06,0.029786,73.89,0.104506,1.98,0.0028,609.84,0.862525,0.27,0.000382
ascenty-osasco,tratamento,ascenty-osasco,2019,pre,landsat,1.5,706.86,7856,29.34,0.041497,73.08,0.10336,2.16,0.003055,598.95,0.847123,3.51,0.004964
ascenty-osasco,tratamento,ascenty-osasco,2020,durante,landsat,1.5,706.86,7856,17.19,0.024313,68.58,0.096996,2.97,0.004201,614.16,0.868635,4.14,0.005855
ascenty-osasco,tratamento,ascenty-osasco,2021,durante,landsat,1.5,706.86,7856,13.32,0.018839,55.89,0.079048,3.42,0.004837,633.15,0.895494,1.26,0.001782
ascenty-osasco,tratamento,ascenty-osasco,2022,durante,landsat,1.5,706.86,7856,14.58,0.020621,68.76,0.097251,3.51,0.004964,619.74,0.876527,0.45,0.000636
ascenty-osasco,tratamento,ascenty-osasco,2023,durante,landsat,1.5,706.86,7826,22.32,0.031689,69.12,0.098134,4.68,0.006645,607.5,0.86251,0.72,0.001022
ascenty-osasco,tratamento,ascenty-osasco,2017,pre,landsat,2.0,1256.64,13959,31.5,0.025073,120.78,0.096139,5.04,0.004012,1097.01,0.8732,1.98,0.001576
ascenty-osasco,tratamento,ascenty-osasco,2018,pre,landsat,2.0,1256.64,13960,36.09,0.028725,126.36,0.100573,2.97,0.002364,1090.62,0.868052,0.36,0.000287
ascenty-osasco,tratamento,ascenty-osasco,2019,pre,landsat,2.0,1256.64,13960,48.6,0.038682,126.81,0.100931,4.05,0.003223,1072.53,0.853653,4.41,0.00351
ascenty-osasco,tratamento,ascenty-osasco,2020,durante,landsat,2.0,1256.64,13960,29.25,0.023281,121.14,0.096418,5.4,0.004298,1094.85,0.871418,5.76,0.004585
ascenty-osasco,tratamento,ascenty-osasco,2021,durante,landsat,2.0,1256.64,13960,25.38,0.020201,96.3,0.076648,5.58,0.004441,1127.7,0.897564,1.44,0.001146
ascenty-osasco,tratamento,ascenty-osasco,2022,durante,landsat,2.0,1256.64,13960,25.74,0.020487,114.12,0.090831,4.23,0.003367,1111.32,0.884527,0.99,0.000788
ascenty-osasco,tratamento,ascenty-osasco,2023,durante,landsat,2.0,1256.64,13930,38.25,0.03051,117.0,0.093324,5.4,0.004307,1091.43,0.870567,1.62,0.001292
ascenty-osasco,tratamento,ascenty-osasco,2017,pre,landsat,3.0,2827.43,31409,352.71,0.124773,300.6,0.106339,11.25,0.00398,2158.83,0.763698,3.42,0.00121
ascenty-osasco,tratamento,ascenty-osasco,2018,pre,landsat,3.0,2827.43,31404,359.46,0.127181,319.32,0.112979,10.44,0.003694,2135.43,0.755541,1.71,0.000605
ascenty-osasco,tratamento,ascenty-osasco,2019,pre,landsat,3.0,2827.43,31410,394.2,0.139446,320.04,0.113212,11.79,0.004171,2094.57,0.740942,6.3,0.002229
ascenty-osasco,tratamento,ascenty-osasco,2020,durante,landsat,3.0,2827.43,31238,336.15,0.119566,305.82,0.108778,23.22,0.008259,2136.96,0.7601,9.27,0.003297
ascenty-osasco,tratamento,ascenty-osasco,2021,durante,landsat,3.0,2827.43,31407,328.32,0.116152,282.33,0.099882,17.37,0.006145,2195.73,0.776801,2.88,0.001019
ascenty-osasco,tratamento,ascenty-osasco,2022,durante,landsat,3.0,2827.43,31410,331.29,0.117192,292.05,0.103311,14.76,0.005221,2185.2,0.773002,3.6,0.001273
ascenty-osasco,tratamento,ascenty-osasco,2023,durante,landsat,3.0,2827.43,31373,377.82,0.133809,290.97,0.10305,11.25,0.003984,2138.67,0.757435,4.86,0.001721
ascenty-osasco,tratamento,ascenty-osasco,2017,pre,landsat,5.0,7853.98,87261,1582.83,0.201545,1130.94,0.144005,33.39,0.004252,5051.25,0.643185,55.08,0.007013
ascenty-osasco,tratamento,ascenty-osasco,2018,pre,landsat,5.0,7853.98,87259,1606.41,0.204552,1169.64,0.148936,38.97,0.004962,4989.96,0.635396,48.33,0.006154
ascenty-osasco,tratamento,ascenty-osasco,2019,pre,landsat,5.0,7853.98,87265,1786.32,0.227445,1106.19,0.140847,29.16,0.003713,4869.45,0.620008,62.73,0.007987
ascenty-osasco,tratamento,ascenty-osasco,2020,durante,landsat,5.0,7853.98,87086,1611.36,0.20559,1142.55,0.145775,44.64,0.005696,4949.37,0.631479,89.82,0.01146
ascenty-osasco,tratamento,ascenty-osasco,2021,durante,landsat,5.0,7853.98,87262,1509.84,0.192249,1151.91,0.146673,37.89,0.004825,5097.24,0.649034,56.7,0.00722
ascenty-osasco,tratamento,ascenty-osasco,2022,durante,landsat,5.0,7853.98,87262,1592.19,0.202734,1106.01,0.140829,31.23,0.003977,5058.36,0.644083,65.79,0.008377
ascenty-osasco,tratamento,ascenty-osasco,2023,durante,landsat,5.0,7853.98,87225,1729.71,0.220338,1074.33,0.136853,25.74,0.003279,4944.69,0.629877,75.78,0.009653
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2016,pre,landsat,0.5,78.54,871,0.0,0.0,17.73,0.226177,3.51,0.044776,57.15,0.729047,0.0,0.0
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2017,pre,landsat,0.5,78.54,871,0.0,0.0,17.37,0.221584,3.15,0.040184,57.87,0.738232,0.0,0.0
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2018,pre,landsat,0.5,78.54,871,0.0,0.0,19.98,0.254879,3.15,0.040184,55.26,0.704937,0.0,0.0
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2019,durante,landsat,0.5,78.54,871,0.09,0.001148,18.54,0.23651,3.87,0.049369,55.89,0.712974,0.0,0.0
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2020,pos,landsat,0.5,78.54,871,0.09,0.001148,16.83,0.214696,3.6,0.045924,57.87,0.738232,0.0,0.0
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2021,pos,landsat,0.5,78.54,871,0.0,0.0,15.39,0.196326,3.24,0.041332,59.76,0.762342,0.0,0.0
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2022,pos,landsat,0.5,78.54,871,0.0,0.0,14.31,0.182549,3.87,0.049369,60.21,0.768083,0.0,0.0
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2016,pre,landsat,1.0,314.16,3498,36.0,0.114351,89.82,0.285306,4.59,0.01458,184.05,0.58462,0.36,0.001144
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2017,pre,landsat,1.0,314.16,3498,27.36,0.086907,95.49,0.303316,4.14,0.01315,187.56,0.595769,0.27,0.000858
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2018,pre,landsat,1.0,314.16,3498,30.24,0.096055,99.72,0.316752,5.13,0.016295,179.37,0.569754,0.36,0.001144
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2019,durante,landsat,1.0,314.16,3498,40.32,0.128073,91.44,0.290452,4.86,0.015437,177.84,0.564894,0.36,0.001144
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2020,pos,landsat,1.0,314.16,3498,35.1,0.111492,93.24,0.296169,4.86,0.015437,181.35,0.576043,0.27,0.000858
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2021,pos,landsat,1.0,314.16,3498,14.85,0.04717,101.97,0.323899,5.49,0.017439,192.24,0.610635,0.27,0.000858
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2022,pos,landsat,1.0,314.16,3498,24.03,0.076329,96.48,0.306461,5.31,0.016867,188.82,0.599771,0.18,0.000572
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2016,pre,landsat,1.5,706.86,7863,62.73,0.088643,199.35,0.281699,8.28,0.0117,436.95,0.617449,0.36,0.000509
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2017,pre,landsat,1.5,706.86,7863,45.9,0.064861,210.24,0.297088,9.09,0.012845,442.17,0.624825,0.27,0.000382
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2018,pre,landsat,1.5,706.86,7863,51.12,0.072237,218.25,0.308406,9.81,0.013862,428.13,0.604985,0.36,0.000509
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2019,durante,landsat,1.5,706.86,7863,73.44,0.103777,207.0,0.292509,8.64,0.012209,418.23,0.590996,0.36,0.000509
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2020,pos,landsat,1.5,706.86,7863,58.32,0.082411,208.26,0.29429,8.64,0.012209,432.18,0.610708,0.27,0.000382
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2021,pos,landsat,1.5,706.86,7863,24.75,0.034974,222.66,0.314638,10.71,0.015134,449.28,0.634872,0.27,0.000382
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2022,pos,landsat,1.5,706.86,7863,43.65,0.061681,206.64,0.292001,9.09,0.012845,448.11,0.633219,0.18,0.000254
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2016,pre,landsat,2.0,1256.64,13967,102.06,0.081191,381.15,0.303215,10.53,0.008377,751.5,0.597838,11.79,0.009379
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2017,pre,landsat,2.0,1256.64,13967,79.56,0.063292,397.44,0.316174,12.78,0.010167,758.52,0.603422,8.73,0.006945
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2018,pre,landsat,2.0,1256.64,13967,99.0,0.078757,398.88,0.317319,13.41,0.010668,737.55,0.58674,8.19,0.006515
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2019,durante,landsat,2.0,1256.64,13967,141.57,0.112623,378.63,0.30121,11.61,0.009236,715.23,0.568984,9.99,0.007947
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2020,pos,landsat,2.0,1256.64,13967,104.49,0.083125,396.99,0.315816,10.98,0.008735,735.12,0.584807,9.45,0.007518
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2021,pos,landsat,2.0,1256.64,13967,45.9,0.036515,417.24,0.331925,14.94,0.011885,769.59,0.612229,9.36,0.007446
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2022,pos,landsat,2.0,1256.64,13967,78.93,0.062791,384.12,0.305577,13.95,0.011098,769.68,0.6123,10.35,0.008234
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2016,pre,landsat,3.0,2827.43,31433,288.72,0.102058,948.69,0.335348,26.28,0.00929,1485.54,0.525117,79.74,0.028187
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2017,pre,landsat,3.0,2827.43,31433,276.57,0.097763,1005.84,0.35555,23.76,0.008399,1474.74,0.521299,48.06,0.016989
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2018,pre,landsat,3.0,2827.43,31433,332.28,0.117456,1003.05,0.354564,25.47,0.009003,1431.99,0.506188,36.18,0.012789
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2019,durante,landsat,3.0,2827.43,31433,371.34,0.131263,976.41,0.345147,20.97,0.007413,1418.22,0.50132,42.03,0.014857
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2020,pos,landsat,3.0,2827.43,31433,312.12,0.11033,996.75,0.352337,20.79,0.007349,1455.39,0.514459,43.92,0.015525
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2021,pos,landsat,3.0,2827.43,31433,194.67,0.068813,1032.84,0.365094,25.65,0.009067,1542.51,0.545255,33.3,0.011771
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2022,pos,landsat,3.0,2827.43,31433,262.26,0.092705,1005.66,0.355486,24.84,0.008781,1494.0,0.528107,42.21,0.014921
ctrl-ascenty-paulinia-p02,controle,ascenty-paulinia,2016,pre,landsat,5.0,7853.98,87313,762.21,0.096996,3516.3,0.447471,66.87,0.00851,3060.54,0.389472,452.25,0.057552
