site_id,tipo,pareado_com,ano,fase,sensor,raio_km,area_buffer_ha,pixels_validos,area_ha_vegetacao_densa,prop_vegetacao_densa,area_ha_vegetacao_rala,prop_vegetacao_rala,area_ha_solo_exposto_obras,prop_solo_exposto_obras,area_ha_construida_urbana,prop_construida_urbana,area_ha_agua,prop_agua
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2014,pre,landsat,0.5,78.54,886,31.77,0.39842,5.67,0.071106,0.54,0.006772,41.49,0.520316,0.27,0.003386
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2015,pre,landsat,0.5,78.54,886,31.59,0.396163,8.91,0.111738,0.36,0.004515,38.79,0.486456,0.09,0.001129
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2016,pre,landsat,0.5,78.54,886,30.78,0.386005,5.4,0.06772,0.45,0.005643,42.93,0.538375,0.18,0.002257
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2017,durante,landsat,0.5,78.54,886,30.24,0.379233,6.93,0.086907,0.81,0.010158,41.4,0.519187,0.36,0.004515
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2018,durante,landsat,0.5,78.54,886,31.68,0.397291,6.21,0.077878,0.27,0.003386,41.49,0.520316,0.09,0.001129
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2019,durante,landsat,0.5,78.54,886,32.31,0.405192,7.11,0.089165,0.54,0.006772,39.78,0.498871,0.0,0.0
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2020,pos,landsat,0.5,78.54,886,31.68,0.397291,7.29,0.091422,1.08,0.013544,39.6,0.496614,0.09,0.001129
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2014,pre,landsat,1.0,314.16,3522,84.6,0.266894,14.76,0.046564,5.58,0.017604,107.73,0.339864,104.31,0.329074
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2015,pre,landsat,1.0,314.16,3515,85.32,0.269701,22.59,0.071408,5.85,0.018492,100.8,0.318634,101.79,0.321764
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2016,pre,landsat,1.0,314.16,3528,81.27,0.255952,18.63,0.058673,4.95,0.01559,108.9,0.342971,103.77,0.326814
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2017,durante,landsat,1.0,314.16,3528,82.89,0.261054,17.91,0.056406,4.32,0.013605,108.72,0.342404,103.68,0.326531
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2018,durante,landsat,1.0,314.16,3528,86.22,0.271542,18.63,0.058673,4.68,0.014739,107.37,0.338152,100.62,0.316893
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2019,durante,landsat,1.0,314.16,3528,91.17,0.287132,20.52,0.064626,6.21,0.019558,100.17,0.315476,99.45,0.313209
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2020,pos,landsat,1.0,314.16,3528,89.01,0.280329,18.0,0.056689,5.04,0.015873,106.02,0.3339,99.45,0.313209
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2014,pre,landsat,1.5,706.86,7932,142.38,0.199445,44.91,0.06291,26.73,0.037443,212.67,0.297907,287.19,0.402295
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2015,pre,landsat,1.5,706.86,7934,143.73,0.201286,54.54,0.07638,27.54,0.038568,207.54,0.290648,280.71,0.393118
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2016,pre,landsat,1.5,706.86,7949,138.15,0.193106,45.45,0.06353,20.7,0.028934,221.04,0.30897,290.07,0.40546
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2017,durante,landsat,1.5,706.86,7951,140.76,0.196705,45.99,0.064269,20.07,0.028047,222.48,0.310904,286.29,0.400075
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2018,durante,landsat,1.5,706.86,7950,148.05,0.206918,49.23,0.068805,29.25,0.040881,211.77,0.295975,277.2,0.387421
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2019,durante,landsat,1.5,706.86,7948,165.69,0.231631,56.61,0.079139,27.72,0.038752,185.76,0.259688,279.54,0.39079
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2020,pos,landsat,1.5,706.86,7951,163.17,0.228022,50.85,0.07106,29.7,0.041504,195.57,0.273299,276.3,0.386115
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2014,pre,landsat,2.0,1256.64,14081,211.5,0.166892,71.64,0.05653,41.31,0.032597,418.77,0.330445,524.07,0.413536
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2015,pre,landsat,2.0,1256.64,14098,208.53,0.16435,83.16,0.065541,40.14,0.031636,422.73,0.333168,514.26,0.405306
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2016,pre,landsat,2.0,1256.64,14122,204.12,0.1606,69.21,0.054454,33.3,0.0262,433.35,0.340957,531.0,0.417788
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2017,durante,landsat,2.0,1256.64,14124,209.34,0.164684,71.73,0.056429,29.79,0.023435,435.6,0.342679,524.7,0.412773
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2018,durante,landsat,2.0,1256.64,14123,219.51,0.172697,78.84,0.062026,43.02,0.033846,412.56,0.324577,517.14,0.406854
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2019,durante,landsat,2.0,1256.64,14108,244.17,0.192302,101.16,0.079671,38.7,0.030479,370.71,0.291962,514.98,0.405585
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2020,pos,landsat,2.0,1256.64,14126,243.09,0.191208,85.77,0.067464,40.59,0.031927,390.69,0.307306,511.2,0.402095
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2014,pre,landsat,3.0,2827.43,31675,408.15,0.143173,171.54,0.060174,63.45,0.022257,970.92,0.340584,1236.69,0.433812
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2015,pre,landsat,3.0,2827.43,31713,384.93,0.134866,187.38,0.065651,58.77,0.020591,1005.93,0.352442,1217.16,0.42645
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2016,pre,landsat,3.0,2827.43,31741,390.69,0.136763,161.55,0.056551,52.56,0.018399,998.37,0.349485,1253.52,0.438802
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2017,durante,landsat,3.0,2827.43,31625,403.29,0.141692,158.4,0.055652,41.22,0.014482,997.02,0.350292,1246.32,0.437881
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2018,durante,landsat,3.0,2827.43,31775,448.56,0.156853,164.43,0.057498,64.08,0.022408,941.4,0.32919,1241.28,0.434052
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2019,durante,landsat,3.0,2827.43,31713,505.89,0.177246,204.21,0.071548,57.87,0.020276,860.31,0.301422,1225.89,0.429508
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2020,pos,landsat,3.0,2827.43,31771,516.51,0.180636,161.19,0.056372,60.12,0.021025,897.75,0.313966,1223.82,0.428
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2014,pre,landsat,5.0,7853.98,88002,1196.19,0.151031,587.43,0.074169,107.01,0.013511,2343.78,0.295925,3685.77,0.465364
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2015,pre,landsat,5.0,7853.98,87922,1075.41,0.135905,672.12,0.084939,94.77,0.011977,2407.5,0.304247,3663.18,0.462933
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2016,pre,landsat,5.0,7853.98,88011,1005.3,0.126916,699.3,0.088284,82.53,0.010419,2446.92,0.308916,3686.94,0.465465
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2017,durante,landsat,5.0,7853.98,87991,1100.52,0.138969,619.2,0.07819,71.64,0.009046,2428.02,0.3066,3699.81,0.467196
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2018,durante,landsat,5.0,7853.98,88118,1199.34,0.151229,633.33,0.079859,90.81,0.011451,2329.2,0.293697,3677.94,0.463764
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2019,durante,landsat,5.0,7853.98,88037,1359.27,0.171553,669.69,0.084521,81.36,0.010268,2143.8,0.270568,3669.21,0.463089
ctrl-angonap-fortaleza-p01,controle,angonap-fortaleza,2020,pos,landsat,5.0,7853.98,88029,1376.46,0.173738,548.37,0.069216,84.51,0.010667,2260.26,0.285292,3653.01,0.461087
angonap-fortaleza,tratamento,angonap-fortaleza,2014,pre,landsat,0.5,78.54,882,0.18,0.002268,11.97,0.150794,7.83,0.098639,59.4,0.748299,0.0,0.0
angonap-fortaleza,tratamento,angonap-fortaleza,2015,pre,landsat,0.5,78.54,882,0.0,0.0,11.16,0.14059,4.86,0.061224,63.36,0.798186,0.0,0.0
angonap-fortaleza,tratamento,angonap-fortaleza,2016,pre,landsat,0.5,78.54,882,0.09,0.001134,13.32,0.1678,4.68,0.058957,61.29,0.772109,0.0,0.0
angonap-fortaleza,tratamento,angonap-fortaleza,2017,durante,landsat,0.5,78.54,882,0.18,0.002268,15.48,0.195011,5.67,0.071429,58.05,0.731293,0.0,0.0
angonap-fortaleza,tratamento,angonap-fortaleza,2018,durante,landsat,0.5,78.54,882,0.18,0.002268,12.78,0.160998,4.41,0.055556,62.01,0.781179,0.0,0.0
angonap-fortaleza,tratamento,angonap-fortaleza,2019,durante,landsat,0.5,78.54,882,0.63,0.007937,16.83,0.212018,2.88,0.036281,59.04,0.743764,0.0,0.0
angonap-fortaleza,tratamento,angonap-fortaleza,2020,pos,landsat,0.5,78.54,882,0.81,0.010204,21.06,0.265306,2.25,0.028345,55.26,0.696145,0.0,0.0
angonap-fortaleza,tratamento,angonap-fortaleza,2014,pre,landsat,1.0,314.16,3534,2.97,0.009338,33.48,0.105263,36.9,0.116016,230.4,0.724392,14.31,0.044992
angonap-fortaleza,tratamento,angonap-fortaleza,2015,pre,landsat,1.0,314.16,3534,2.07,0.006508,33.03,0.103848,27.27,0.085739,240.3,0.755518,15.39,0.048387
angonap-fortaleza,tratamento,angonap-fortaleza,2016,pre,landsat,1.0,314.16,3534,2.52,0.007923,36.54,0.114884,28.26,0.088851,236.07,0.742218,14.67,0.046123
angonap-fortaleza,tratamento,angonap-fortaleza,2017,durante,landsat,1.0,314.16,3534,2.43,0.00764,37.35,0.117431,31.32,0.098472,231.75,0.728636,15.21,0.047821
angonap-fortaleza,tratamento,angonap-fortaleza,2018,durante,landsat,1.0,314.16,3534,3.42,0.010753,33.84,0.106395,29.34,0.092247,237.51,0.746746,13.95,0.04386
angonap-fortaleza,tratamento,angonap-fortaleza,2019,durante,landsat,1.0,314.16,3534,5.76,0.01811,44.91,0.1412,23.67,0.07442,231.48,0.727787,12.24,0.038483
angonap-fortaleza,tratamento,angonap-fortaleza,2020,pos,landsat,1.0,314.16,3534,5.94,0.018676,51.12,0.160724,23.76,0.074703,225.0,0.707414,12.24,0.038483
angonap-fortaleza,tratamento,angonap-fortaleza,2014,pre,landsat,1.5,706.86,7951,4.14,0.005785,61.29,0.08565,73.71,0.103006,458.55,0.6408,117.9,0.164759
angonap-fortaleza,tratamento,angonap-fortaleza,2015,pre,landsat,1.5,706.86,7955,4.05,0.005657,58.59,0.081835,56.25,0.078567,477.9,0.667505,119.16,0.166436
angonap-fortaleza,tratamento,angonap-fortaleza,2016,pre,landsat,1.5,706.86,7952,3.51,0.004904,58.14,0.081237,61.47,0.08589,474.93,0.663607,117.63,0.164361
angonap-fortaleza,tratamento,angonap-fortaleza,2017,durante,landsat,1.5,706.86,7954,2.88,0.004023,63.9,0.089263,63.63,0.088886,467.64,0.653256,117.81,0.164571
angonap-fortaleza,tratamento,angonap-fortaleza,2018,durante,landsat,1.5,706.86,7960,3.87,0.005402,57.78,0.080653,57.87,0.080779,481.14,0.671608,115.74,0.161558
angonap-fortaleza,tratamento,angonap-fortaleza,2019,durante,landsat,1.5,706.86,7959,8.55,0.011936,73.89,0.103154,47.79,0.066717,473.13,0.66051,112.95,0.157683
angonap-fortaleza,tratamento,angonap-fortaleza,2020,pos,landsat,1.5,706.86,7960,9.36,0.013065,79.74,0.111307,47.16,0.065829,465.93,0.650377,114.21,0.159422
angonap-fortaleza,tratamento,angonap-fortaleza,2014,pre,landsat,2.0,1256.64,14117,5.31,0.004179,91.62,0.072112,113.85,0.089608,757.62,0.596302,302.13,0.237798
angonap-fortaleza,tratamento,angonap-fortaleza,2015,pre,landsat,2.0,1256.64,14117,6.12,0.004817,89.64,0.070553,86.49,0.068074,785.88,0.618545,302.4,0.238011
angonap-fortaleza,tratamento,angonap-fortaleza,2016,pre,landsat,2.0,1256.64,14102,4.14,0.003262,93.51,0.073677,91.53,0.072117,780.3,0.614806,299.7,0.236137
angonap-fortaleza,tratamento,angonap-fortaleza,2017,durante,landsat,2.0,1256.64,14117,4.14,0.003258,101.79,0.080116,95.94,0.075512,767.97,0.604449,300.69,0.236665
angonap-fortaleza,tratamento,angonap-fortaleza,2018,durante,landsat,2.0,1256.64,14131,5.31,0.004175,92.88,0.073031,89.01,0.069988,786.24,0.618215,298.35,0.234591
angonap-fortaleza,tratamento,angonap-fortaleza,2019,durante,landsat,2.0,1256.64,14123,13.32,0.010479,116.82,0.091907,69.3,0.054521,776.43,0.610848,295.2,0.232245
angonap-fortaleza,tratamento,angonap-fortaleza,2020,pos,landsat,2.0,1256.64,14117,17.19,0.01353,122.13,0.096125,69.39,0.054615,765.0,0.602111,296.82,0.233619
angonap-fortaleza,tratamento,angonap-fortaleza,2014,pre,landsat,3.0,2827.43,31770,59.85,0.020932,309.33,0.108184,163.35,0.057129,1357.29,0.474693,969.48,0.339062
angonap-fortaleza,tratamento,angonap-fortaleza,2015,pre,landsat,3.0,2827.43,31703,54.54,0.019115,319.32,0.111914,131.94,0.046242,1381.05,0.484024,966.42,0.338706
angonap-fortaleza,tratamento,angonap-fortaleza,2016,pre,landsat,3.0,2827.43,31704,45.09,0.015802,322.11,0.112888,138.96,0.0487,1385.55,0.485585,961.65,0.337024
angonap-fortaleza,tratamento,angonap-fortaleza,2017,durante,landsat,3.0,2827.43,31747,56.7,0.019844,334.8,0.117176,141.03,0.049359,1360.08,0.476013,964.62,0.337607
angonap-fortaleza,tratamento,angonap-fortaleza,2018,durante,landsat,3.0,2827.43,31788,64.44,0.022524,315.63,0.110325,134.73,0.047093,1384.02,0.483767,962.1,0.33629
angonap-fortaleza,tratamento,angonap-fortaleza,2019,durante,landsat,3.0,2827.43,31785,81.63,0.028535,356.49,0.124619,103.5,0.036181,1358.01,0.474721,961.02,0.335945
angonap-fortaleza,tratamento,angonap-fortaleza,2020,pos,landsat,3.0,2827.43,31742,102.33,0.03582,356.4,0.124756,106.74,0.037364,1333.53,0.466795,957.78,0.335266
angonap-fortaleza,tratamento,angonap-fortaleza,2014,pre,landsat,5.0,7853.98,88124,470.25,0.059291,777.87,0.098078,233.55,0.029447,2506.41,0.316021,3943.08,0.497163
angonap-fortaleza,tratamento,angonap-fortaleza,2015,pre,landsat,5.0,7853.98,87340,442.44,0.056286,796.23,0.101294,199.53,0.025384,2482.65,0.315835,3939.75,0.501202
angonap-fortaleza,tratamento,angonap-fortaleza,2016,pre,landsat,5.0,7853.98,87929,430.56,0.054408,793.08,0.100217,207.0,0.026157,2561.31,0.323659,3921.66,0.495559
angonap-fortaleza,tratamento,angonap-fortaleza,2017,durante,landsat,5.0,7853.98,88020,464.13,0.058589,808.83,0.102102,206.19,0.026028,2513.16,0.317246,3929.49,0.496035
angonap-fortaleza,tratamento,angonap-fortaleza,2018,durante,landsat,5.0,7853.98,88089,475.02,0.059917,776.97,0.098003,197.37,0.024895,2553.93,0.32214,3924.72,0.495045
angonap-fortaleza,tratamento,angonap-fortaleza,2019,durante,landsat,5.0,7853.98,88154,529.92,0.066792,826.65,0.104193,157.95,0.019908,2490.75,0.313939,3928.59,0.495168
angonap-fortaleza,tratamento,angonap-fortaleza,2020,pos,landsat,5.0,7853.98,88125,539.82,0.068062,834.03,0.105157,179.1,0.022582,2468.16,0.311194,3910.14,0.493004
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2015,pre,landsat,0.5,78.54,874,7.11,0.090389,29.16,0.370709,0.45,0.005721,41.13,0.522883,0.81,0.010297
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2016,pre,landsat,0.5,78.54,874,7.38,0.093822,30.96,0.393593,0.63,0.008009,38.88,0.494279,0.81,0.010297
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2017,pre,landsat,0.5,78.54,874,4.5,0.057208,29.52,0.375286,0.54,0.006865,43.38,0.551487,0.72,0.009153
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2018,durante,landsat,0.5,78.54,874,7.74,0.098398,28.53,0.3627,1.62,0.020595,39.78,0.505721,0.99,0.012586
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2019,durante,landsat,0.5,78.54,874,9.9,0.125858,30.96,0.393593,0.72,0.009153,36.09,0.45881,0.99,0.012586
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2020,durante,landsat,0.5,78.54,874,12.96,0.16476,28.53,0.3627,0.45,0.005721,35.73,0.454233,0.99,0.012586
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2021,durante,landsat,0.5,78.54,874,1.89,0.024027,29.07,0.369565,0.36,0.004577,46.53,0.591533,0.81,0.010297
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2022,durante,landsat,0.5,78.54,874,9.18,0.116705,29.79,0.378719,0.54,0.006865,38.07,0.483982,1.08,0.01373
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2015,pre,landsat,1.0,314.16,3485,19.44,0.06198,170.73,0.544333,2.16,0.006887,120.51,0.384218,0.81,0.002582
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2016,pre,landsat,1.0,314.16,3485,19.35,0.061693,178.74,0.569871,1.89,0.006026,112.86,0.359828,0.81,0.002582
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2017,pre,landsat,1.0,314.16,3484,11.52,0.036739,172.26,0.549369,2.34,0.007463,126.72,0.404133,0.72,0.002296
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2018,durante,landsat,1.0,314.16,3479,18.36,0.058638,165.96,0.530037,3.78,0.012072,123.93,0.395803,1.08,0.003449
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2019,durante,landsat,1.0,314.16,3485,31.32,0.099857,173.07,0.551793,1.98,0.006313,106.29,0.338881,0.99,0.003156
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2020,durante,landsat,1.0,314.16,3484,39.06,0.124569,166.5,0.530999,2.25,0.007176,104.76,0.334099,0.99,0.003157
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2021,durante,landsat,1.0,314.16,3484,5.94,0.018944,143.82,0.458668,2.43,0.00775,160.56,0.512055,0.81,0.002583
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2022,durante,landsat,1.0,314.16,3485,25.2,0.080344,170.55,0.543759,1.8,0.005739,114.93,0.366428,1.17,0.00373
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2015,pre,landsat,1.5,706.86,7858,86.13,0.121787,398.7,0.563757,7.74,0.010944,208.71,0.295113,5.94,0.008399
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2016,pre,landsat,1.5,706.86,7858,86.22,0.121914,418.5,0.591754,2.88,0.004072,194.76,0.275388,4.86,0.006872
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2017,pre,landsat,1.5,706.86,7846,59.94,0.084884,414.63,0.587178,4.23,0.00599,222.84,0.315575,4.5,0.006373
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2018,durante,landsat,1.5,706.86,7741,74.88,0.10748,413.1,0.592947,5.22,0.007493,198.63,0.285105,4.86,0.006976
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2019,durante,landsat,1.5,706.86,7857,120.69,0.170676,394.02,0.55721,2.61,0.003691,183.96,0.26015,5.85,0.008273
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2020,durante,landsat,1.5,706.86,7855,134.64,0.190452,385.65,0.545512,2.52,0.003565,177.75,0.251432,6.39,0.009039
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2021,durante,landsat,1.5,706.86,7854,27.0,0.038197,396.27,0.560606,2.7,0.00382,274.86,0.388846,6.03,0.008531
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2022,durante,landsat,1.5,706.86,7858,90.99,0.128659,407.52,0.576228,2.43,0.003436,199.71,0.282387,6.57,0.00929
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2015,pre,landsat,2.0,1256.64,13976,135.09,0.107398,755.19,0.600386,8.73,0.00694,349.56,0.277905,9.27,0.00737
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2016,pre,landsat,2.0,1256.64,13917,147.87,0.118057,768.87,0.613854,3.24,0.002587,323.64,0.258389,8.91,0.007114
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2017,pre,landsat,2.0,1256.64,13964,102.96,0.081925,759.51,0.60434,6.66,0.005299,379.35,0.301848,8.28,0.006588
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2018,durante,landsat,2.0,1256.64,13808,126.63,0.101897,771.39,0.620727,6.3,0.00507,331.11,0.26644,7.29,0.005866
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2019,durante,landsat,2.0,1256.64,13975,195.93,0.155778,741.06,0.589195,3.33,0.002648,308.52,0.245295,8.91,0.007084
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2020,durante,landsat,2.0,1256.64,13972,219.24,0.174349,734.22,0.583882,3.87,0.003078,290.07,0.230676,10.08,0.008016
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2021,durante,landsat,2.0,1256.64,13972,47.52,0.03779,731.43,0.581663,3.6,0.002863,466.2,0.370741,8.73,0.006942
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2022,durante,landsat,2.0,1256.64,13976,159.93,0.127147,747.27,0.59409,3.51,0.00279,337.86,0.268603,9.27,0.00737
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2015,pre,landsat,3.0,2827.43,31432,206.37,0.072951,1432.71,0.506458,21.42,0.007572,1152.99,0.407578,15.39,0.00544
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2016,pre,landsat,3.0,2827.43,31299,266.04,0.094444,1436.13,0.509825,15.57,0.005527,1083.42,0.384613,15.75,0.005591
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2017,pre,landsat,3.0,2827.43,31420,192.6,0.068109,1409.31,0.498377,14.58,0.005156,1197.72,0.423552,13.59,0.004806
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2018,durante,landsat,3.0,2827.43,31193,235.62,0.083929,1428.39,0.5088,18.45,0.006572,1112.58,0.396307,12.33,0.004392
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2019,durante,landsat,3.0,2827.43,31431,360.72,0.127517,1378.89,0.487449,12.87,0.00455,1061.37,0.375203,14.94,0.005281
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2020,durante,landsat,3.0,2827.43,31428,413.28,0.146112,1372.41,0.485204,12.42,0.004391,1014.75,0.358757,15.66,0.005536
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2021,durante,landsat,3.0,2827.43,31428,92.16,0.032582,1360.08,0.480845,16.29,0.005759,1346.49,0.47604,13.5,0.004773
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2022,durante,landsat,3.0,2827.43,31432,311.04,0.109952,1363.14,0.481866,10.8,0.003818,1129.59,0.399306,14.31,0.005059
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2015,pre,landsat,5.0,7853.98,87290,536.13,0.068244,3341.79,0.425375,60.03,0.007641,3886.92,0.494765,31.23,0.003975
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2016,pre,landsat,5.0,7853.98,87154,667.98,0.08516,3337.74,0.425523,52.47,0.006689,3754.44,0.478647,31.23,0.003981
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2017,pre,landsat,5.0,7853.98,87278,537.39,0.068414,3281.85,0.417803,61.02,0.007768,3949.38,0.502784,25.38,0.003231
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2018,durante,landsat,5.0,7853.98,87048,604.89,0.07721,3348.54,0.427419,63.36,0.008087,3789.72,0.483733,27.81,0.00355
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2019,durante,landsat,5.0,7853.98,87289,943.74,0.12013,3179.97,0.404782,41.04,0.005224,3661.92,0.46613,29.34,0.003735
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2020,durante,landsat,5.0,7853.98,87286,1008.09,0.128325,3195.36,0.406755,37.08,0.00472,3584.25,0.456259,30.96,0.003941
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2021,durante,landsat,5.0,7853.98,87286,280.53,0.03571,3180.69,0.404887,47.25,0.006015,4320.45,0.549974,26.82,0.003414
ctrl-ascenty-hortolandia-p01,controle,ascenty-hortolandia,2022,durante,landsat,5.0,7853.98,87290,767.52,0.097697,3135.51,0.399118,40.95,0.005213,3885.21,0.494547,26.91,0.003425
ascenty-hortolandia,tratamento,ascenty-hortolandia,2015,pre,landsat,0.5,78.54,872,1.8,0.022936,31.32,0.399083,0.27,0.00344,45.09,0.574541,0.0,0.0
ascenty-hortolandia,tratamento,ascenty-hortolandia,2016,pre,landsat,0.5,78.54,872,0.72,0.009174,25.83,0.329128,0.09,0.001147,51.84,0.66055,0.0,0.0
ascenty-hortolandia,tratamento,ascenty-hortolandia,2017,pre,landsat,0.5,78.54,872,1.08,0.013761,27.0,0.344037,0.0,0.0,50.4,0.642202,0.0,0.0
ascenty-hortolandia,tratamento,ascenty-hortolandia,2018,durante,landsat,0.5,78.54,872,1.17,0.014908,25.83,0.329128,0.09,0.001147,51.39,0.654817,0.0,0.0
ascenty-hortolandia,tratamento,ascenty-hortolandia,2019,durante,landsat,0.5,78.54,872,2.88,0.036697,22.95,0.292431,0.0,0.0,52.65,0.670872,0.0,0.0
ascenty-hortolandia,tratamento,ascenty-hortolandia,2020,durante,landsat,0.5,78.54,872,3.06,0.038991,30.06,0.383028,0.09,0.001147,45.27,0.576835,0.0,0.0
ascenty-hortolandia,tratamento,ascenty-hortolandia,2021,durante,landsat,0.5,78.54,872,0.72,0.009174,20.25,0.258028,1.35,0.017202,56.16,0.715596,0.0,0.0
ascenty-hortolandia,tratamento,ascenty-hortolandia,2022,durante,landsat,0.5,78.54,872,1.08,0.013761,17.82,0.227064,3.96,0.050459,55.62,0.708716,0.0,0.0
ascenty-hortolandia,tratamento,ascenty-hortolandia,2015,pre,landsat,1.0,314.16,3490,4.41,0.01404,92.52,0.294556,1.08,0.003438,215.91,0.687393,0.18,0.000573
ascenty-hortolandia,tratamento,ascenty-hortolandia,2016,pre,landsat,1.0,314.16,3490,2.43,0.007736,84.33,0.268481,0.9,0.002865,226.26,0.720344,0.18,0.000573
ascenty-hortolandia,tratamento,ascenty-hortolandia,2017,pre,landsat,1.0,314.16,3490,3.51,0.011175,84.24,0.268195,0.63,0.002006,225.63,0.718338,0.09,0.000287
