site_id,tipo,pareado_com,municipio,uf,ano,lst_media_celsius,lst_mediana_celsius,lst_desvio_celsius,lst_n_cenas,fonte,colecao_gee,data_extracao
ctrl-hostdime-joao-pessoa-p01,controle,hostdime-joao-pessoa,Conde,PB,2019,30.0655,29.9482,2.581,44,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
ctrl-hostdime-joao-pessoa-p01,controle,hostdime-joao-pessoa,Conde,PB,2020,30.154,30.6735,2.7564,45,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,João Pessoa,PB,2014,29.9434,30.1657,2.0271,46,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,João Pessoa,PB,2015,30.2141,30.7844,2.3755,46,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,João Pessoa,PB,2016,30.2615,29.932,2.1196,44,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,João Pessoa,PB,2017,29.0837,29.1834,2.8713,45,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,João Pessoa,PB,2018,29.7931,30.444,2.7922,46,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,João Pessoa,PB,2019,29.9221,30.1589,2.3199,44,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,João Pessoa,PB,2020,30.4548,30.4101,2.2956,44,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,Rio de Janeiro,RJ,2019,32.0025,31.6793,4.7429,45,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,Rio de Janeiro,RJ,2020,31.5761,31.9482,3.592,45,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,Rio de Janeiro,RJ,2021,31.2014,31.8648,4.2745,45,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,Rio de Janeiro,RJ,2022,29.5666,28.8239,3.9069,43,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,Rio de Janeiro,RJ,2023,30.4342,31.3782,3.8314,46,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,Rio de Janeiro,RJ,2024,30.2132,31.1774,3.2745,45,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,Rio de Janeiro,RJ,2025,27.9722,28.5946,4.5218,45,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
scala-sgigsm01,tratamento,scala-sgigsm01,São João de Meriti,RJ,2019,34.9697,35.3754,5.2341,44,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
scala-sgigsm01,tratamento,scala-sgigsm01,São João de Meriti,RJ,2020,34.386,34.8006,4.4271,45,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
scala-sgigsm01,tratamento,scala-sgigsm01,São João de Meriti,RJ,2021,33.8281,34.8929,5.0424,44,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
scala-sgigsm01,tratamento,scala-sgigsm01,São João de Meriti,RJ,2022,32.5714,32.0342,4.8142,42,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
scala-sgigsm01,tratamento,scala-sgigsm01,São João de Meriti,RJ,2023,33.2728,34.2104,4.8211,44,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
scala-sgigsm01,tratamento,scala-sgigsm01,São João de Meriti,RJ,2024,32.5036,33.5152,4.3081,45,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
scala-sgigsm01,tratamento,scala-sgigsm01,São João de Meriti,RJ,2025,29.8121,30.1888,5.3852,44,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
ctrl-scala-spoapa01-p01,controle,scala-spoapa01,Sapucaia do Sul,RS,2020,27.3368,28.2698,7.2692,46,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
ctrl-scala-spoapa01-p01,controle,scala-spoapa01,Sapucaia do Sul,RS,2021,27.3015,27.945,6.5566,46,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
ctrl-scala-spoapa01-p01,controle,scala-spoapa01,Sapucaia do Sul,RS,2022,25.7464,25.9626,7.6591,45,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
ctrl-scala-spoapa01-p01,controle,scala-spoapa01,Sapucaia do Sul,RS,2023,26.1875,25.2977,6.3229,45,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
ctrl-scala-spoapa01-p01,controle,scala-spoapa01,Sapucaia do Sul,RS,2024,25.0638,27.3222,7.0479,45,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
ctrl-scala-spoapa01-p01,controle,scala-spoapa01,Sapucaia do Sul,RS,2025,23.2679,24.3596,7.5075,45,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
scala-spoapa01,tratamento,scala-spoapa01,Porto Alegre,RS,2020,25.075,24.8511,6.4438,46,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
scala-spoapa01,tratamento,scala-spoapa01,Porto Alegre,RS,2021,24.8342,25.7383,5.9452,46,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
scala-spoapa01,tratamento,scala-spoapa01,Porto Alegre,RS,2022,23.9578,22.7977,6.9962,45,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
scala-spoapa01,tratamento,scala-spoapa01,Porto Alegre,RS,2023,24.0625,23.4292,5.7122,46,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
scala-spoapa01,tratamento,scala-spoapa01,Porto Alegre,RS,2024,23.8403,25.8359,6.2211,44,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
scala-spoapa01,tratamento,scala-spoapa01,Porto Alegre,RS,2025,22.1284,23.5248,6.6271,46,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
ctrl-scala-tambore-p01,controle,scala-tambore,Pirapora do Bom Jesus,SP,2018,24.72,24.9279,3.3226,45,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
ctrl-scala-tambore-p01,controle,scala-tambore,Pirapora do Bom Jesus,SP,2019,24.8619,24.6993,3.9166,45,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
ctrl-scala-tambore-p01,controle,scala-tambore,Pirapora do Bom Jesus,SP,2020,25.1375,25.5361,3.3734,46,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
ctrl-scala-tambore-p01,controle,scala-tambore,Pirapora do Bom Jesus,SP,2021,24.5238,25.8814,3.8346,46,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
ctrl-scala-tambore-p01,controle,scala-tambore,Pirapora do Bom Jesus,SP,2022,24.0928,24.5183,3.1536,44,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
ctrl-scala-tambore-p01,controle,scala-tambore,Pirapora do Bom Jesus,SP,2023,24.1777,25.035,3.5555,46,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
ctrl-scala-tambore-p01,controle,scala-tambore,Pirapora do Bom Jesus,SP,2024,24.1442,24.8505,3.0345,46,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
scala-tambore,tratamento,scala-tambore,Barueri,SP,2018,28.8024,29.451,4.1341,43,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
scala-tambore,tratamento,scala-tambore,Barueri,SP,2019,29.3503,29.6159,4.8506,46,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
scala-tambore,tratamento,scala-tambore,Barueri,SP,2020,28.9587,29.8535,5.2542,46,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
scala-tambore,tratamento,scala-tambore,Barueri,SP,2021,28.4793,29.6324,5.0248,46,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
scala-tambore,tratamento,scala-tambore,Barueri,SP,2022,27.5789,28.1128,4.5229,44,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
scala-tambore,tratamento,scala-tambore,Barueri,SP,2023,28.1973,29.8524,4.7011,46,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
scala-tambore,tratamento,scala-tambore,Barueri,SP,2024,27.482,28.2401,4.0124,46,MODIS/Terra,MODIS/061/MOD11A2,2026-09-06
