site_id,municipio,uf,codigo_ibge,ano,faixa_etaria_base,nivel_instrucao,populacao,percentual_do_total,fonte,data_extracao,origem_lista
everest-goiania,Goiânia,GO,5208707,2010,10 anos ou mais,Médio completo e superior incompleto,353371.0,31.26,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
everest-goiania,Goiânia,GO,5208707,2010,10 anos ou mais,Sem instrução e fundamental incompleto,386374.0,34.18,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
everest-goiania,Goiânia,GO,5208707,2010,10 anos ou mais,Superior completo,177697.0,15.72,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
everest-goiania,Goiânia,GO,5208707,2010,10 anos ou mais,Total,1130523.0,100.0,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
everest-goiania,Goiânia,GO,5208707,2022,18 anos ou mais,Fundamental completo e médio incompleto,157267.0,13.98,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
everest-goiania,Goiânia,GO,5208707,2022,18 anos ou mais,Médio completo e superior incompleto,431886.0,38.4,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
everest-goiania,Goiânia,GO,5208707,2022,18 anos ou mais,Sem instrução e fundamental incompleto,224569.0,19.97,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
everest-goiania,Goiânia,GO,5208707,2022,18 anos ou mais,Superior completo,311011.0,27.65,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
everest-goiania,Goiânia,GO,5208707,2022,18 anos ou mais,Total,1124734.0,100.0,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
hostdime-joao-pessoa,João Pessoa,PB,2507507,2010,10 anos ou mais,Fundamental completo e médio incompleto,99045.0,15.97,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
hostdime-joao-pessoa,João Pessoa,PB,2507507,2010,10 anos ou mais,Médio completo e superior incompleto,185245.0,29.87,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
hostdime-joao-pessoa,João Pessoa,PB,2507507,2010,10 anos ou mais,Sem instrução e fundamental incompleto,247309.0,39.88,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
hostdime-joao-pessoa,João Pessoa,PB,2507507,2010,10 anos ou mais,Superior completo,85422.0,13.77,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
hostdime-joao-pessoa,João Pessoa,PB,2507507,2010,10 anos ou mais,Total,620173.0,100.0,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
hostdime-joao-pessoa,João Pessoa,PB,2507507,2022,18 anos ou mais,Fundamental completo e médio incompleto,81846.0,12.8,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
hostdime-joao-pessoa,João Pessoa,PB,2507507,2022,18 anos ou mais,Médio completo e superior incompleto,239946.0,37.53,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
hostdime-joao-pessoa,João Pessoa,PB,2507507,2022,18 anos ou mais,Sem instrução e fundamental incompleto,148181.0,23.18,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
hostdime-joao-pessoa,João Pessoa,PB,2507507,2022,18 anos ou mais,Superior completo,169317.0,26.49,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
hostdime-joao-pessoa,João Pessoa,PB,2507507,2022,18 anos ou mais,Total,639290.0,100.0,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
odata-hortolandia,Hortolândia,SP,3519071,2010,10 anos ou mais,Fundamental completo e médio incompleto,34864.0,21.17,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
odata-hortolandia,Hortolândia,SP,3519071,2010,10 anos ou mais,Médio completo e superior incompleto,45546.0,27.66,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
odata-hortolandia,Hortolândia,SP,3519071,2010,10 anos ou mais,Sem instrução e fundamental incompleto,75225.0,45.68,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
odata-hortolandia,Hortolândia,SP,3519071,2010,10 anos ou mais,Superior completo,7471.0,4.54,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
odata-hortolandia,Hortolândia,SP,3519071,2010,10 anos ou mais,Total,164679.0,100.0,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
odata-hortolandia,Hortolândia,SP,3519071,2022,18 anos ou mais,Fundamental completo e médio incompleto,26130.0,14.42,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
odata-hortolandia,Hortolândia,SP,3519071,2022,18 anos ou mais,Médio completo e superior incompleto,85712.0,47.32,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
odata-hortolandia,Hortolândia,SP,3519071,2022,18 anos ou mais,Sem instrução e fundamental incompleto,43071.0,23.78,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
odata-hortolandia,Hortolândia,SP,3519071,2022,18 anos ou mais,Superior completo,26231.0,14.48,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
odata-hortolandia,Hortolândia,SP,3519071,2022,18 anos ou mais,Total,181144.0,100.0,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
pecem-datacenter,São Gonçalo do Amarante,CE,2312403,2010,10 anos ou mais,Fundamental completo e médio incompleto,6336.0,17.25,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
pecem-datacenter,São Gonçalo do Amarante,CE,2312403,2010,10 anos ou mais,Médio completo e superior incompleto,8464.0,23.04,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
pecem-datacenter,São Gonçalo do Amarante,CE,2312403,2010,10 anos ou mais,Sem instrução e fundamental incompleto,20481.0,55.75,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
pecem-datacenter,São Gonçalo do Amarante,CE,2312403,2010,10 anos ou mais,Superior completo,1002.0,2.73,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
pecem-datacenter,São Gonçalo do Amarante,CE,2312403,2010,10 anos ou mais,Total,36737.0,100.0,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
pecem-datacenter,São Gonçalo do Amarante,CE,2312403,2022,18 anos ou mais,Fundamental completo e médio incompleto,6535.0,16.65,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
pecem-datacenter,São Gonçalo do Amarante,CE,2312403,2022,18 anos ou mais,Médio completo e superior incompleto,16256.0,41.41,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
pecem-datacenter,São Gonçalo do Amarante,CE,2312403,2022,18 anos ou mais,Sem instrução e fundamental incompleto,13644.0,34.76,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
pecem-datacenter,São Gonçalo do Amarante,CE,2312403,2022,18 anos ou mais,Superior completo,2820.0,7.18,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
pecem-datacenter,São Gonçalo do Amarante,CE,2312403,2022,18 anos ou mais,Total,39255.0,100.0,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
rtone-uberlandia,Uberlândia,MG,3170206,2010,10 anos ou mais,Fundamental completo e médio incompleto,103309.0,19.72,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
rtone-uberlandia,Uberlândia,MG,3170206,2010,10 anos ou mais,Médio completo e superior incompleto,141981.0,27.1,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
rtone-uberlandia,Uberlândia,MG,3170206,2010,10 anos ou mais,Sem instrução e fundamental incompleto,211400.0,40.35,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
rtone-uberlandia,Uberlândia,MG,3170206,2010,10 anos ou mais,Superior completo,64119.0,12.24,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
rtone-uberlandia,Uberlândia,MG,3170206,2010,10 anos ou mais,Total,523900.0,100.0,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
rtone-uberlandia,Uberlândia,MG,3170206,2022,18 anos ou mais,Fundamental completo e médio incompleto,89177.0,16.07,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
rtone-uberlandia,Uberlândia,MG,3170206,2022,18 anos ou mais,Médio completo e superior incompleto,211940.0,38.19,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
rtone-uberlandia,Uberlândia,MG,3170206,2022,18 anos ou mais,Sem instrução e fundamental incompleto,129731.0,23.38,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
rtone-uberlandia,Uberlândia,MG,3170206,2022,18 anos ou mais,Superior completo,124121.0,22.37,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
rtone-uberlandia,Uberlândia,MG,3170206,2022,18 anos ou mais,Total,554969.0,100.0,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
scala-ai-city,Eldorado do Sul,RS,4306767,2010,10 anos ou mais,Fundamental completo e médio incompleto,6718.0,23.2,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
scala-ai-city,Eldorado do Sul,RS,4306767,2010,10 anos ou mais,Médio completo e superior incompleto,7284.0,25.16,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
scala-ai-city,Eldorado do Sul,RS,4306767,2010,10 anos ou mais,Sem instrução e fundamental incompleto,13958.0,48.2,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
scala-ai-city,Eldorado do Sul,RS,4306767,2010,10 anos ou mais,Superior completo,910.0,3.14,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
scala-ai-city,Eldorado do Sul,RS,4306767,2010,10 anos ou mais,Total,28956.0,100.0,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
scala-ai-city,Eldorado do Sul,RS,4306767,2022,18 anos ou mais,Fundamental completo e médio incompleto,5981.0,20.37,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
scala-ai-city,Eldorado do Sul,RS,4306767,2022,18 anos ou mais,Médio completo e superior incompleto,10820.0,36.85,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
scala-ai-city,Eldorado do Sul,RS,4306767,2022,18 anos ou mais,Sem instrução e fundamental incompleto,9084.0,30.94,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
scala-ai-city,Eldorado do Sul,RS,4306767,2022,18 anos ou mais,Superior completo,3478.0,11.84,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
scala-ai-city,Eldorado do Sul,RS,4306767,2022,18 anos ou mais,Total,29363.0,100.0,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,datacentermap_novo
scala-sgigsm01,São João de Meriti,RJ,3305109,2010,10 anos ou mais,Fundamental completo e médio incompleto,85229.0,21.59,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-sgigsm01,São João de Meriti,RJ,3305109,2010,10 anos ou mais,Médio completo e superior incompleto,112872.0,28.59,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-sgigsm01,São João de Meriti,RJ,3305109,2010,10 anos ou mais,Sem instrução e fundamental incompleto,177965.0,45.08,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-sgigsm01,São João de Meriti,RJ,3305109,2010,10 anos ou mais,Superior completo,15870.0,4.02,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-sgigsm01,São João de Meriti,RJ,3305109,2010,10 anos ou mais,Total,394810.0,100.0,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-sgigsm01,São João de Meriti,RJ,3305109,2022,18 anos ou mais,Fundamental completo e médio incompleto,67406.0,19.81,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-sgigsm01,São João de Meriti,RJ,3305109,2022,18 anos ou mais,Médio completo e superior incompleto,161623.0,47.49,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-sgigsm01,São João de Meriti,RJ,3305109,2022,18 anos ou mais,Sem instrução e fundamental incompleto,88606.0,26.04,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-sgigsm01,São João de Meriti,RJ,3305109,2022,18 anos ou mais,Superior completo,22691.0,6.67,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-sgigsm01,São João de Meriti,RJ,3305109,2022,18 anos ou mais,Total,340326.0,100.0,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-spoapa01,Porto Alegre,RS,4314902,2010,10 anos ou mais,Fundamental completo e médio incompleto,215020.0,17.25,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-spoapa01,Porto Alegre,RS,4314902,2010,10 anos ou mais,Médio completo e superior incompleto,378419.0,30.36,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-spoapa01,Porto Alegre,RS,4314902,2010,10 anos ou mais,Sem instrução e fundamental incompleto,394287.0,31.64,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-spoapa01,Porto Alegre,RS,4314902,2010,10 anos ou mais,Superior completo,250867.0,20.13,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-spoapa01,Porto Alegre,RS,4314902,2010,10 anos ou mais,Total,1246317.0,100.0,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-spoapa01,Porto Alegre,RS,4314902,2022,18 anos ou mais,Fundamental completo e médio incompleto,157291.0,14.64,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-spoapa01,Porto Alegre,RS,4314902,2022,18 anos ou mais,Médio completo e superior incompleto,372496.0,34.67,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-spoapa01,Porto Alegre,RS,4314902,2022,18 anos ou mais,Sem instrução e fundamental incompleto,203341.0,18.93,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-spoapa01,Porto Alegre,RS,4314902,2022,18 anos ou mais,Superior completo,341179.0,31.76,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-spoapa01,Porto Alegre,RS,4314902,2022,18 anos ou mais,Total,1074306.0,100.0,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-tambore,Barueri,SP,3505708,2010,10 anos ou mais,Fundamental completo e médio incompleto,38636.0,18.91,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-tambore,Barueri,SP,3505708,2010,10 anos ou mais,Médio completo e superior incompleto,56689.0,27.74,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-tambore,Barueri,SP,3505708,2010,10 anos ou mais,Sem instrução e fundamental incompleto,87413.0,42.78,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-tambore,Barueri,SP,3505708,2010,10 anos ou mais,Superior completo,18727.0,9.17,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-tambore,Barueri,SP,3505708,2010,10 anos ou mais,Total,204324.0,100.0,"IBGE - Censo Demografico 2010, SIDRA tabela 3540 (Pessoas de 10 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-tambore,Barueri,SP,3505708,2022,18 anos ou mais,Fundamental completo e médio incompleto,31436.0,13.27,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-tambore,Barueri,SP,3505708,2022,18 anos ou mais,Médio completo e superior incompleto,111820.0,47.21,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-tambore,Barueri,SP,3505708,2022,18 anos ou mais,Sem instrução e fundamental incompleto,41563.0,17.55,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-tambore,Barueri,SP,3505708,2022,18 anos ou mais,Superior completo,52060.0,21.98,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
scala-tambore,Barueri,SP,3505708,2022,18 anos ou mais,Total,236879.0,100.0,"IBGE - Censo Demografico 2022, SIDRA tabela 10061 (Pessoas de 18 anos ou mais de idade, por nivel de instrucao)",2026-09-03,sites_validados
