site_id,tipo,pareado_com,ids_datacenter,n_predios_no_campus,municipio,uf,lat,lon,buffer_km,ano,ano_inicio_obra,ano_fim_obra,ano_relativo_ao_inicio_obra,fase,sensor,resolucao_m,pixels_validos,modelo_versao,area_ha_vegetacao_densa,area_ha_vegetacao_rala,area_ha_solo_exposto_obras,area_ha_construida_urbana,area_ha_agua,prop_vegetacao_densa,prop_vegetacao_rala,prop_solo_exposto_obras,prop_construida_urbana,prop_agua
ascenty-paulinia,tratamento,ascenty-paulinia,dc_541dfaf17f,1,Paulínia,SP,-22.7974087,-47.1345476,5.0,2022,2019,2019,3,pos,landsat,30,111556,rf_v1.0-tuned,794.25,5015.07,113.04,4040.82,76.86,0.079108,0.499507,0.011259,0.402471,0.007655
ctrl-ascenty-sumare-p01,controle,ascenty-sumare,dc_211c584638,1,Indaiatuba,SP,-23.059824,-47.220048,5.0,2014,2017,2019,-3,pre,landsat,30,111556,rf_v1.0-tuned,815.76,6202.89,85.86,2852.91,82.62,0.081251,0.617815,0.008552,0.284153,0.008229
ctrl-ascenty-sumare-p01,controle,ascenty-sumare,dc_211c584638,1,Indaiatuba,SP,-23.059824,-47.220048,5.0,2015,2017,2019,-2,pre,landsat,30,111556,rf_v1.0-tuned,1295.46,5991.57,49.68,2600.46,102.87,0.129029,0.596768,0.004948,0.259009,0.010246
ctrl-ascenty-sumare-p01,controle,ascenty-sumare,dc_211c584638,1,Indaiatuba,SP,-23.059824,-47.220048,5.0,2016,2017,2019,-1,pre,landsat,30,111556,rf_v1.0-tuned,948.33,6099.57,40.86,2831.31,119.97,0.094455,0.607524,0.00407,0.282002,0.011949
ctrl-ascenty-sumare-p01,controle,ascenty-sumare,dc_211c584638,1,Indaiatuba,SP,-23.059824,-47.220048,5.0,2017,2017,2019,0,durante,landsat,30,111556,rf_v1.0-tuned,917.19,5851.35,115.74,3037.59,118.17,0.091353,0.582801,0.011528,0.302548,0.01177
ctrl-ascenty-sumare-p01,controle,ascenty-sumare,dc_211c584638,1,Indaiatuba,SP,-23.059824,-47.220048,5.0,2018,2017,2019,1,durante,landsat,30,111556,rf_v1.0-tuned,865.62,6111.45,66.06,2878.02,118.89,0.086217,0.608708,0.00658,0.286654,0.011842
ctrl-ascenty-sumare-p01,controle,ascenty-sumare,dc_211c584638,1,Indaiatuba,SP,-23.059824,-47.220048,5.0,2019,2017,2019,2,durante,landsat,30,111556,rf_v1.0-tuned,1597.95,5539.86,29.79,2748.78,123.66,0.159158,0.551777,0.002967,0.273782,0.012317
ctrl-ascenty-sumare-p01,controle,ascenty-sumare,dc_211c584638,1,Indaiatuba,SP,-23.059824,-47.220048,5.0,2020,2017,2019,3,pos,landsat,30,111556,rf_v1.0-tuned,1050.93,5908.05,55.8,2906.01,119.25,0.104674,0.588449,0.005558,0.289442,0.011877
ascenty-sumare,tratamento,ascenty-sumare,dc_211c584638,1,Sumaré,SP,-22.8069862,-47.2200481,5.0,2014,2017,2019,-3,pre,landsat,30,111883,rf_v1.0-tuned,278.46,4805.01,288.27,4652.01,45.72,0.027654,0.477186,0.028628,0.461992,0.00454
ascenty-sumare,tratamento,ascenty-sumare,dc_211c584638,1,Sumaré,SP,-22.8069862,-47.2200481,5.0,2015,2017,2019,-2,pre,landsat,30,111890,rf_v1.0-tuned,494.73,5002.38,197.19,4320.9,54.9,0.049129,0.496756,0.019582,0.429082,0.005452
ascenty-sumare,tratamento,ascenty-sumare,dc_211c584638,1,Sumaré,SP,-22.8069862,-47.2200481,5.0,2016,2017,2019,-1,pre,landsat,30,111890,rf_v1.0-tuned,342.45,4714.56,207.63,4743.0,62.46,0.034007,0.468174,0.020618,0.470998,0.006203
ascenty-sumare,tratamento,ascenty-sumare,dc_211c584638,1,Sumaré,SP,-22.8069862,-47.2200481,5.0,2017,2017,2019,0,durante,landsat,30,111890,rf_v1.0-tuned,317.88,4451.31,217.89,5027.85,55.17,0.031567,0.442032,0.021637,0.499285,0.005479
ascenty-sumare,tratamento,ascenty-sumare,dc_211c584638,1,Sumaré,SP,-22.8069862,-47.2200481,5.0,2018,2017,2019,1,durante,landsat,30,111890,rf_v1.0-tuned,343.98,4740.12,232.47,4703.13,50.4,0.034159,0.470712,0.023085,0.467039,0.005005
ascenty-sumare,tratamento,ascenty-sumare,dc_211c584638,1,Sumaré,SP,-22.8069862,-47.2200481,5.0,2019,2017,2019,2,durante,landsat,30,111889,rf_v1.0-tuned,587.61,4796.91,178.2,4456.44,50.85,0.058352,0.476356,0.017696,0.442546,0.00505
ascenty-sumare,tratamento,ascenty-sumare,dc_211c584638,1,Sumaré,SP,-22.8069862,-47.2200481,5.0,2020,2017,2019,3,pos,landsat,30,111890,rf_v1.0-tuned,392.13,4636.62,216.81,4779.45,45.09,0.03894,0.460434,0.02153,0.474618,0.004478
ctrl-ascenty-vinhedo-p02,controle,ascenty-vinhedo,,0,Campinas,SP,-22.817167,-47.011893,5.0,2016,2019,2020,-3,pre,landsat,30,111556,rf_v1.0-tuned,953.64,6534.45,67.05,2355.39,129.51,0.094984,0.650839,0.006678,0.2346,0.012899
ctrl-ascenty-vinhedo-p02,controle,ascenty-vinhedo,,0,Campinas,SP,-22.817167,-47.011893,5.0,2017,2019,2020,-2,pre,landsat,30,111556,rf_v1.0-tuned,842.22,6461.1,74.07,2547.81,114.84,0.083886,0.643533,0.007377,0.253765,0.011438
ctrl-ascenty-vinhedo-p02,controle,ascenty-vinhedo,,0,Campinas,SP,-22.817167,-47.011893,5.0,2018,2019,2020,-1,pre,landsat,30,111453,rf_v1.0-tuned,962.82,6538.14,63.27,2357.64,108.9,0.095987,0.651808,0.006308,0.235041,0.010857
ctrl-ascenty-vinhedo-p02,controle,ascenty-vinhedo,,0,Campinas,SP,-22.817167,-47.011893,5.0,2019,2019,2020,0,durante,landsat,30,111394,rf_v1.0-tuned,1320.03,6426.63,45.63,2119.77,113.4,0.131668,0.641031,0.004551,0.211439,0.011311
ctrl-ascenty-vinhedo-p02,controle,ascenty-vinhedo,,0,Campinas,SP,-22.817167,-47.011893,5.0,2020,2019,2020,1,durante,landsat,30,111392,rf_v1.0-tuned,1454.67,6412.59,40.95,2008.17,108.9,0.1451,0.639642,0.004085,0.200311,0.010863
ctrl-ascenty-vinhedo-p02,controle,ascenty-vinhedo,,0,Campinas,SP,-22.817167,-47.011893,5.0,2021,2019,2020,2,pos,landsat,30,111531,rf_v1.0-tuned,472.77,6864.93,61.65,2545.47,92.97,0.047099,0.683909,0.006142,0.253589,0.009262
ctrl-ascenty-vinhedo-p02,controle,ascenty-vinhedo,,0,Campinas,SP,-22.817167,-47.011893,5.0,2022,2019,2020,3,pos,landsat,30,111533,rf_v1.0-tuned,1120.5,6241.41,57.69,2517.21,101.16,0.111626,0.62178,0.005747,0.250769,0.010078
ascenty-vinhedo,tratamento,ascenty-vinhedo,,0,Vinhedo,SP,-23.0700044,-47.0118926,5.0,2016,2019,2020,-3,pre,landsat,30,111854,rf_v1.0-tuned,1745.64,5718.51,93.87,2377.53,131.31,0.173405,0.568053,0.009325,0.236174,0.013044
ascenty-vinhedo,tratamento,ascenty-vinhedo,,0,Vinhedo,SP,-23.0700044,-47.0118926,5.0,2017,2019,2020,-2,pre,landsat,30,111890,rf_v1.0-tuned,1619.82,5726.79,98.64,2499.21,125.64,0.160854,0.568692,0.009795,0.248181,0.012477
ascenty-vinhedo,tratamento,ascenty-vinhedo,,0,Vinhedo,SP,-23.0700044,-47.0118926,5.0,2018,2019,2020,-1,pre,landsat,30,111872,rf_v1.0-tuned,1497.69,5900.22,86.58,2468.43,115.56,0.14875,0.586009,0.008599,0.245164,0.011477
ascenty-vinhedo,tratamento,ascenty-vinhedo,,0,Vinhedo,SP,-23.0700044,-47.0118926,5.0,2019,2019,2020,0,durante,landsat,30,111885,rf_v1.0-tuned,2262.78,5385.78,60.48,2240.37,120.24,0.224713,0.534853,0.006006,0.222487,0.011941
ascenty-vinhedo,tratamento,ascenty-vinhedo,,0,Vinhedo,SP,-23.0700044,-47.0118926,5.0,2020,2019,2020,1,durante,landsat,30,111783,rf_v1.0-tuned,2003.76,5641.38,89.28,2204.46,121.59,0.199172,0.560747,0.008874,0.219121,0.012086
ascenty-vinhedo,tratamento,ascenty-vinhedo,,0,Vinhedo,SP,-23.0700044,-47.0118926,5.0,2021,2019,2020,2,pos,landsat,30,111886,rf_v1.0-tuned,1536.03,5703.12,95.85,2621.43,113.31,0.152539,0.566362,0.009519,0.260327,0.011253
ascenty-vinhedo,tratamento,ascenty-vinhedo,,0,Vinhedo,SP,-23.0700044,-47.0118926,5.0,2022,2019,2020,3,pos,landsat,30,111884,rf_v1.0-tuned,1909.53,5456.7,59.04,2527.11,117.18,0.189634,0.541901,0.005863,0.250965,0.011637
ctrl-clickip-manaus-p01,controle,clickip-manaus,,0,Iranduba,AM,-3.200229,-60.239135,5.0,2020,2023,2024,-3,pre,s2,10,1004004,rf_v1.0-tuned,6790.9,2683.64,76.67,69.84,418.99,0.676382,0.267294,0.007636,0.006956,0.041732
ctrl-clickip-manaus-p01,controle,clickip-manaus,,0,Iranduba,AM,-3.200229,-60.239135,5.0,2021,2023,2024,-2,pre,s2,10,1004004,rf_v1.0-tuned,6711.64,2716.36,72.31,70.28,469.45,0.668487,0.270553,0.007202,0.007,0.046758
ctrl-clickip-manaus-p01,controle,clickip-manaus,,0,Iranduba,AM,-3.200229,-60.239135,5.0,2022,2023,2024,-1,pre,s2,10,1004004,rf_v1.0-tuned,6714.61,2719.45,94.41,90.94,420.63,0.668783,0.27086,0.009403,0.009058,0.041895
ctrl-clickip-manaus-p01,controle,clickip-manaus,,0,Iranduba,AM,-3.200229,-60.239135,5.0,2023,2023,2024,0,durante,s2,10,1004004,rf_v1.0-tuned,6629.67,2833.45,82.9,97.59,396.43,0.660323,0.282215,0.008257,0.00972,0.039485
ctrl-clickip-manaus-p01,controle,clickip-manaus,,0,Iranduba,AM,-3.200229,-60.239135,5.0,2024,2023,2024,1,durante,s2,10,1004004,rf_v1.0-tuned,6602.75,2856.16,108.14,114.53,358.46,0.657642,0.284477,0.010771,0.011407,0.035703
ctrl-clickip-manaus-p01,controle,clickip-manaus,,0,Iranduba,AM,-3.200229,-60.239135,5.0,2025,2023,2024,2,pos,s2,10,1004004,rf_v1.0-tuned,7163.61,2270.63,69.59,93.37,442.84,0.713504,0.226157,0.006931,0.0093,0.044107
clickip-manaus,tratamento,clickip-manaus,,0,Manaus,AM,-3.055564,-59.989801,5.0,2020,2023,2024,-3,pre,s2,10,1007010,rf_v1.0-tuned,1384.35,1732.46,939.58,6004.47,9.24,0.137471,0.17204,0.093304,0.596267,0.000918
clickip-manaus,tratamento,clickip-manaus,,0,Manaus,AM,-3.055564,-59.989801,5.0,2021,2023,2024,-2,pre,s2,10,1007010,rf_v1.0-tuned,1317.51,1823.5,822.3,6090.28,16.51,0.130834,0.181081,0.081658,0.604788,0.00164
clickip-manaus,tratamento,clickip-manaus,,0,Manaus,AM,-3.055564,-59.989801,5.0,2022,2023,2024,-1,pre,s2,10,1007010,rf_v1.0-tuned,1366.22,1614.78,859.77,6220.37,8.96,0.135671,0.160354,0.085378,0.617707,0.00089
clickip-manaus,tratamento,clickip-manaus,,0,Manaus,AM,-3.055564,-59.989801,5.0,2023,2023,2024,0,durante,s2,10,1007010,rf_v1.0-tuned,1221.68,1697.63,858.43,6284.8,7.56,0.121318,0.168581,0.085245,0.624105,0.000751
clickip-manaus,tratamento,clickip-manaus,,0,Manaus,AM,-3.055564,-59.989801,5.0,2024,2023,2024,1,durante,s2,10,1007010,rf_v1.0-tuned,1396.97,1468.0,876.45,6321.88,6.8,0.138725,0.145778,0.087035,0.627787,0.000675
clickip-manaus,tratamento,clickip-manaus,,0,Manaus,AM,-3.055564,-59.989801,5.0,2025,2023,2024,2,pos,s2,10,1007010,rf_v1.0-tuned,1354.56,1634.62,838.92,6232.5,9.5,0.134513,0.162324,0.083308,0.618911,0.000943
ctrl-equinix-santana-parnaiba-p01,controle,equinix-santana-parnaiba,dc_dd22938cb6,1,Cajamar,SP,-23.315899,-46.859912,5.0,2017,2020,2021,-3,pre,landsat,30,111547,rf_v1.0-tuned,5411.43,3315.24,67.86,1228.77,15.93,0.539028,0.330229,0.006759,0.122397,0.001587
ctrl-equinix-santana-parnaiba-p01,controle,equinix-santana-parnaiba,dc_dd22938cb6,1,Cajamar,SP,-23.315899,-46.859912,5.0,2018,2020,2021,-2,pre,landsat,30,110570,rf_v1.0-tuned,5433.03,3246.3,77.94,1177.92,16.11,0.545962,0.326219,0.007832,0.118368,0.001619
ctrl-equinix-santana-parnaiba-p01,controle,equinix-santana-parnaiba,dc_dd22938cb6,1,Cajamar,SP,-23.315899,-46.859912,5.0,2019,2020,2021,-1,pre,landsat,30,111555,rf_v1.0-tuned,5936.85,2848.95,75.42,1160.19,18.54,0.591323,0.283761,0.007512,0.115557,0.001847
ctrl-equinix-santana-parnaiba-p01,controle,equinix-santana-parnaiba,dc_dd22938cb6,1,Cajamar,SP,-23.315899,-46.859912,5.0,2020,2020,2021,0,durante,landsat,30,111329,rf_v1.0-tuned,5949.99,2779.92,74.16,1191.24,24.3,0.593834,0.277448,0.007401,0.118891,0.002425
ctrl-equinix-santana-parnaiba-p01,controle,equinix-santana-parnaiba,dc_dd22938cb6,1,Cajamar,SP,-23.315899,-46.859912,5.0,2021,2020,2021,1,durante,landsat,30,111373,rf_v1.0-tuned,5050.89,3405.69,95.76,1453.14,18.09,0.503901,0.339768,0.009553,0.144972,0.001805
ctrl-equinix-santana-parnaiba-p01,controle,equinix-santana-parnaiba,dc_dd22938cb6,1,Cajamar,SP,-23.315899,-46.859912,5.0,2022,2020,2021,2,pos,landsat,30,111272,rf_v1.0-tuned,5452.47,3021.39,64.8,1451.7,24.12,0.544459,0.301702,0.006471,0.14496,0.002409
ctrl-equinix-santana-parnaiba-p01,controle,equinix-santana-parnaiba,dc_dd22938cb6,1,Cajamar,SP,-23.315899,-46.859912,5.0,2023,2020,2021,3,pos,landsat,30,111412,rf_v1.0-tuned,5720.58,2779.47,87.66,1416.51,22.86,0.570513,0.277196,0.008742,0.141268,0.00228
equinix-santana-parnaiba,tratamento,equinix-santana-parnaiba,dc_dd22938cb6,1,Santana de Parnaíba,SP,-23.460369,-46.859912,5.0,2017,2020,2021,-3,pre,landsat,30,111885,rf_v1.0-tuned,3375.54,2494.35,68.22,4021.38,110.16,0.335219,0.24771,0.006775,0.399356,0.01094
equinix-santana-parnaiba,tratamento,equinix-santana-parnaiba,dc_dd22938cb6,1,Santana de Parnaíba,SP,-23.460369,-46.859912,5.0,2018,2020,2021,-2,pre,landsat,30,111878,rf_v1.0-tuned,3278.16,2587.05,91.8,4004.91,107.1,0.325569,0.256932,0.009117,0.397746,0.010637
equinix-santana-parnaiba,tratamento,equinix-santana-parnaiba,dc_dd22938cb6,1,Santana de Parnaíba,SP,-23.460369,-46.859912,5.0,2019,2020,2021,-1,pre,landsat,30,111890,rf_v1.0-tuned,3738.15,2350.53,72.45,3793.23,115.74,0.371213,0.233417,0.007195,0.376682,0.011493
equinix-santana-parnaiba,tratamento,equinix-santana-parnaiba,dc_dd22938cb6,1,Santana de Parnaíba,SP,-23.460369,-46.859912,5.0,2020,2020,2021,0,durante,landsat,30,111882,rf_v1.0-tuned,3465.63,2452.59,66.96,3951.72,132.48,0.344175,0.243569,0.00665,0.392449,0.013157
equinix-santana-parnaiba,tratamento,equinix-santana-parnaiba,dc_dd22938cb6,1,Santana de Parnaíba,SP,-23.460369,-46.859912,5.0,2021,2020,2021,1,durante,landsat,30,111879,rf_v1.0-tuned,3270.24,2409.48,87.66,4192.38,109.35,0.324779,0.239294,0.008706,0.416361,0.01086
equinix-santana-parnaiba,tratamento,equinix-santana-parnaiba,dc_dd22938cb6,1,Santana de Parnaíba,SP,-23.460369,-46.859912,5.0,2022,2020,2021,2,pos,landsat,30,111790,rf_v1.0-tuned,3379.95,2333.25,47.79,4176.36,123.75,0.335942,0.231908,0.00475,0.4151,0.0123
equinix-santana-parnaiba,tratamento,equinix-santana-parnaiba,dc_dd22938cb6,1,Santana de Parnaíba,SP,-23.460369,-46.859912,5.0,2023,2020,2021,3,pos,landsat,30,111733,rf_v1.0-tuned,3655.8,2203.65,50.94,4022.37,123.21,0.363545,0.219138,0.005066,0.399998,0.012252
ctrl-everest-goiania-p01,controle,everest-goiania,,0,Goiânia,GO,-16.781817,-49.399659,5.0,2018,2021,2023,-3,pre,landsat,30,112225,rf_v1.0-tuned,1271.97,6021.36,117.09,2665.98,23.85,0.125935,0.59616,0.011593,0.263952,0.002361
ctrl-everest-goiania-p01,controle,everest-goiania,,0,Goiânia,GO,-16.781817,-49.399659,5.0,2019,2021,2023,-2,pre,landsat,30,112225,rf_v1.0-tuned,1095.93,5601.69,118.17,3257.73,26.73,0.108505,0.554609,0.0117,0.32254,0.002646
ctrl-everest-goiania-p01,controle,everest-goiania,,0,Goiânia,GO,-16.781817,-49.399659,5.0,2020,2021,2023,-1,pre,landsat,30,112225,rf_v1.0-tuned,1398.78,5677.56,113.85,2886.21,23.85,0.13849,0.562121,0.011272,0.285756,0.002361
ctrl-everest-goiania-p01,controle,everest-goiania,,0,Goiânia,GO,-16.781817,-49.399659,5.0,2021,2021,2023,0,durante,landsat,30,112225,rf_v1.0-tuned,1093.41,5705.46,134.28,3144.78,22.32,0.108256,0.564883,0.013295,0.311357,0.00221
ctrl-everest-goiania-p01,controle,everest-goiania,,0,Goiânia,GO,-16.781817,-49.399659,5.0,2022,2021,2023,1,durante,landsat,30,112225,rf_v1.0-tuned,861.93,5617.53,166.5,3430.89,23.4,0.085337,0.556177,0.016485,0.339684,0.002317
ctrl-everest-goiania-p01,controle,everest-goiania,,0,Goiânia,GO,-16.781817,-49.399659,5.0,2023,2021,2023,2,durante,landsat,30,112225,rf_v1.0-tuned,1192.68,6041.25,80.19,2760.3,25.83,0.118084,0.598129,0.007939,0.27329,0.002557
ctrl-everest-goiania-p01,controle,everest-goiania,,0,Goiânia,GO,-16.781817,-49.399659,5.0,2024,2021,2023,3,pos,landsat,30,112225,rf_v1.0-tuned,982.44,5180.4,162.81,3750.75,23.85,0.097269,0.512898,0.016119,0.371352,0.002361
everest-goiania,tratamento,everest-goiania,,0,Goiânia,GO,-16.6915189,-49.2371899,5.0,2018,2021,2023,-3,pre,landsat,30,111553,rf_v1.0-tuned,847.71,1891.98,92.43,7167.78,39.87,0.084435,0.188449,0.009206,0.713939,0.003971
everest-goiania,tratamento,everest-goiania,,0,Goiânia,GO,-16.6915189,-49.2371899,5.0,2019,2021,2023,-2,pre,landsat,30,111556,rf_v1.0-tuned,719.46,1874.61,83.7,7326.63,35.64,0.071659,0.186713,0.008337,0.729741,0.00355
everest-goiania,tratamento,everest-goiania,,0,Goiânia,GO,-16.6915189,-49.2371899,5.0,2020,2021,2023,-1,pre,landsat,30,111556,rf_v1.0-tuned,900.81,1785.51,152.55,7163.01,38.16,0.089722,0.177839,0.015194,0.713444,0.003801
everest-goiania,tratamento,everest-goiania,,0,Goiânia,GO,-16.6915189,-49.2371899,5.0,2021,2021,2023,0,durante,landsat,30,111556,rf_v1.0-tuned,720.45,1752.75,119.7,7412.22,34.92,0.071758,0.174576,0.011922,0.738266,0.003478
everest-goiania,tratamento,everest-goiania,,0,Goiânia,GO,-16.6915189,-49.2371899,5.0,2022,2021,2023,1,durante,landsat,30,111556,rf_v1.0-tuned,609.21,1692.63,115.38,7587.09,35.73,0.060678,0.168588,0.011492,0.755683,0.003559
everest-goiania,tratamento,everest-goiania,,0,Goiânia,GO,-16.6915189,-49.2371899,5.0,2023,2021,2023,2,durante,landsat,30,111556,rf_v1.0-tuned,915.03,1811.97,84.42,7191.0,37.62,0.091138,0.180474,0.008408,0.716232,0.003747
everest-goiania,tratamento,everest-goiania,,0,Goiânia,GO,-16.6915189,-49.2371899,5.0,2024,2021,2023,3,pos,landsat,30,111556,rf_v1.0-tuned,705.96,1538.01,99.99,7660.53,35.55,0.070314,0.153188,0.009959,0.762998,0.003541
ctrl-hostdime-joao-pessoa-p01,controle,hostdime-joao-pessoa,,0,Conde,PB,-7.257127,-34.819403,5.0,2014,2017,2017,-3,pre,landsat,30,111429,rf_v1.0-tuned,2156.04,3663.72,31.41,929.16,3248.28,0.214989,0.365327,0.003132,0.092651,0.323901
ctrl-hostdime-joao-pessoa-p01,controle,hostdime-joao-pessoa,,0,Conde,PB,-7.257127,-34.819403,5.0,2015,2017,2017,-2,pre,landsat,30,110631,rf_v1.0-tuned,1604.43,3742.38,65.79,1312.92,3231.27,0.161139,0.375862,0.006608,0.131862,0.324529
ctrl-hostdime-joao-pessoa-p01,controle,hostdime-joao-pessoa,,0,Conde,PB,-7.257127,-34.819403,5.0,2016,2017,2017,-1,pre,landsat,30,109485,rf_v1.0-tuned,1589.85,3761.91,68.58,1207.35,3225.96,0.161346,0.381778,0.00696,0.122528,0.327387
ctrl-hostdime-joao-pessoa-p01,controle,hostdime-joao-pessoa,,0,Conde,PB,-7.257127,-34.819403,5.0,2017,2017,2017,0,durante,landsat,30,110700,rf_v1.0-tuned,2034.27,3665.07,47.34,1062.54,3153.78,0.204182,0.367868,0.004752,0.106649,0.316549
ctrl-hostdime-joao-pessoa-p01,controle,hostdime-joao-pessoa,,0,Conde,PB,-7.257127,-34.819403,5.0,2018,2017,2017,1,pos,landsat,30,111552,rf_v1.0-tuned,1565.91,3878.19,59.4,1308.42,3227.76,0.155972,0.386286,0.005917,0.130325,0.3215
ctrl-hostdime-joao-pessoa-p01,controle,hostdime-joao-pessoa,,0,Conde,PB,-7.257127,-34.819403,5.0,2019,2017,2017,2,pos,landsat,30,109919,rf_v1.0-tuned,1600.47,3691.35,72.9,1343.7,3184.29,0.161783,0.373138,0.007369,0.135827,0.321882
ctrl-hostdime-joao-pessoa-p01,controle,hostdime-joao-pessoa,,0,Conde,PB,-7.257127,-34.819403,5.0,2020,2017,2017,3,pos,landsat,30,107724,rf_v1.0-tuned,1442.16,3739.05,49.32,1232.28,3232.35,0.148751,0.385662,0.005087,0.127103,0.333398
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,,0,João Pessoa,PB,-7.117382,-34.856902,5.0,2014,2017,2017,-3,pre,landsat,30,106060,rf_v1.0-tuned,2003.04,2149.2,67.95,3665.34,1659.87,0.209843,0.225156,0.007119,0.38399,0.173892
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,,0,João Pessoa,PB,-7.117382,-34.856902,5.0,2015,2017,2017,-2,pre,landsat,30,104086,rf_v1.0-tuned,1783.08,1884.33,88.29,3923.01,1689.03,0.190343,0.201151,0.009425,0.418779,0.180303
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,,0,João Pessoa,PB,-7.117382,-34.856902,5.0,2016,2017,2017,-1,pre,landsat,30,105573,rf_v1.0-tuned,1874.88,1893.6,85.5,3915.54,1732.05,0.197323,0.199293,0.008999,0.412094,0.182291
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,,0,João Pessoa,PB,-7.117382,-34.856902,5.0,2017,2017,2017,0,durante,landsat,30,104134,rf_v1.0-tuned,1790.19,2116.35,72.72,3626.91,1765.89,0.191014,0.225815,0.007759,0.386992,0.188421
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,,0,João Pessoa,PB,-7.117382,-34.856902,5.0,2018,2017,2017,1,pos,landsat,30,111534,rf_v1.0-tuned,1895.31,2013.93,111.51,4163.58,1853.73,0.188812,0.200629,0.011109,0.414779,0.18467
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,,0,João Pessoa,PB,-7.117382,-34.856902,5.0,2019,2017,2017,2,pos,landsat,30,105640,rf_v1.0-tuned,1553.76,2202.75,99.45,3888.63,1763.01,0.163423,0.231683,0.01046,0.409002,0.185432
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,,0,João Pessoa,PB,-7.117382,-34.856902,5.0,2020,2017,2017,3,pos,landsat,30,107507,rf_v1.0-tuned,1594.17,2246.67,119.43,3899.43,1815.93,0.164761,0.232199,0.012343,0.403016,0.187681
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,dc_c81b687e80,1,Rio de Janeiro,RJ,-22.872066,-43.48887,5.0,2019,2022,2023,-3,pre,s2,10,1004004,rf_v1.0-tuned,2368.48,3065.85,664.4,3923.53,17.78,0.235903,0.305362,0.066175,0.390788,0.001771
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,dc_c81b687e80,1,Rio de Janeiro,RJ,-22.872066,-43.48887,5.0,2020,2022,2023,-2,pre,s2,10,1004004,rf_v1.0-tuned,2145.85,3085.32,631.89,4157.25,19.73,0.213729,0.307302,0.062937,0.414067,0.001965
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,dc_c81b687e80,1,Rio de Janeiro,RJ,-22.872066,-43.48887,5.0,2021,2022,2023,-1,pre,s2,10,1004004,rf_v1.0-tuned,1974.55,3365.45,623.69,4066.58,9.77,0.196668,0.335203,0.06212,0.405036,0.000973
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,dc_c81b687e80,1,Rio de Janeiro,RJ,-22.872066,-43.48887,5.0,2022,2022,2023,0,durante,s2,10,1004004,rf_v1.0-tuned,2774.28,2881.52,475.79,3891.11,17.34,0.276322,0.287003,0.047389,0.387559,0.001727
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,dc_c81b687e80,1,Rio de Janeiro,RJ,-22.872066,-43.48887,5.0,2023,2022,2023,1,durante,s2,10,1004004,rf_v1.0-tuned,2472.33,2744.93,575.33,4223.25,24.2,0.246247,0.273398,0.057304,0.420641,0.00241
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,dc_c81b687e80,1,Rio de Janeiro,RJ,-22.872066,-43.48887,5.0,2024,2022,2023,2,pos,s2,10,1004004,rf_v1.0-tuned,2010.82,3164.46,459.18,4397.59,7.99,0.20028,0.315184,0.045735,0.438005,0.000796
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,dc_c81b687e80,1,Rio de Janeiro,RJ,-22.872066,-43.48887,5.0,2025,2022,2023,3,pos,s2,10,1004004,rf_v1.0-tuned,2539.25,3057.91,514.4,3917.57,10.91,0.252912,0.304571,0.051235,0.390195,0.001087
scala-sgigsm01,tratamento,scala-sgigsm01,dc_c81b687e80,1,São João de Meriti,RJ,-22.799883,-43.353842,5.0,2019,2022,2023,-3,pre,s2,10,1007010,rf_v1.0-tuned,268.0,770.29,1277.49,7683.15,71.17,0.026613,0.076493,0.12686,0.762967,0.007067
scala-sgigsm01,tratamento,scala-sgigsm01,dc_c81b687e80,1,São João de Meriti,RJ,-22.799883,-43.353842,5.0,2020,2022,2023,-2,pre,s2,10,1007010,rf_v1.0-tuned,294.73,763.09,1209.52,7725.58,77.18,0.029268,0.075778,0.12011,0.76718,0.007664
scala-sgigsm01,tratamento,scala-sgigsm01,dc_c81b687e80,1,São João de Meriti,RJ,-22.799883,-43.353842,5.0,2021,2022,2023,-1,pre,s2,10,1007010,rf_v1.0-tuned,258.33,755.41,1209.99,7776.49,69.88,0.025653,0.075015,0.120157,0.772236,0.006939
scala-sgigsm01,tratamento,scala-sgigsm01,dc_c81b687e80,1,São João de Meriti,RJ,-22.799883,-43.353842,5.0,2022,2022,2023,0,durante,s2,10,1007010,rf_v1.0-tuned,381.65,733.08,1043.34,7829.19,82.84,0.037899,0.072798,0.103608,0.777469,0.008226
scala-sgigsm01,tratamento,scala-sgigsm01,dc_c81b687e80,1,São João de Meriti,RJ,-22.799883,-43.353842,5.0,2023,2022,2023,1,durante,s2,10,1007010,rf_v1.0-tuned,363.11,614.25,1245.58,7765.06,82.1,0.036058,0.060997,0.123691,0.771101,0.008153
