site_id,nome,municipio,uf,regiao,bioma,origem_lista,ano,lst_media_celsius,temp_n_observacoes,populacao,populacao_tipo_estimativa,emprego_formal_total,numero_empresas,pib_mil_reais,area_vegetacao_densa_ha,area_vegetacao_rala_ha,area_solo_exposto_obras_ha,area_construida_urbana_ha,area_agua_ha,classificador_sensor_usado,faixa_serie
everest-goiania,Everest Digital Data Center,Goiânia,GO,Centro-Oeste,Cerrado,sites_validados,2019,36.16,45.0,1516113.0,estimativa_intercensitaria,578917.0,65866.0,52978067.0,729.79,1941.78,1849.71,5407.05,111.71,sentinel2,sentinel2_oficial_2019_2025
everest-goiania,Everest Digital Data Center,Goiânia,GO,Centro-Oeste,Cerrado,sites_validados,2020,35.43,43.0,1536097.0,estimativa_intercensitaria,546141.0,68827.0,51830626.0,681.89,1837.93,2133.81,5280.38,106.03,sentinel2,sentinel2_oficial_2019_2025
everest-goiania,Everest Digital Data Center,Goiânia,GO,Centro-Oeste,Cerrado,sites_validados,2021,34.94,43.0,1555626.0,estimativa_intercensitaria,575699.0,74298.0,59870499.0,609.04,1782.24,2027.33,5512.02,109.41,sentinel2,sentinel2_oficial_2019_2025
everest-goiania,Everest Digital Data Center,Goiânia,GO,Centro-Oeste,Cerrado,sites_validados,2022,34.21,42.0,1437366.0,censo,618316.0,118063.0,66273858.0,728.64,1688.85,2019.94,5473.38,129.23,sentinel2,sentinel2_oficial_2019_2025
everest-goiania,Everest Digital Data Center,Goiânia,GO,Centro-Oeste,Cerrado,sites_validados,2023,34.12,45.0,,,652049.0,128111.0,75780846.0,796.54,1713.66,1732.18,5661.68,135.98,sentinel2,sentinel2_oficial_2019_2025
everest-goiania,Everest Digital Data Center,Goiânia,GO,Centro-Oeste,Cerrado,sites_validados,2024,33.0,43.0,1494599.0,estimativa_intercensitaria,674435.0,137098.0,,774.0,1636.91,2112.35,5385.68,131.1,sentinel2,sentinel2_oficial_2019_2025
everest-goiania,Everest Digital Data Center,Goiânia,GO,Centro-Oeste,Cerrado,sites_validados,2025,30.5,44.0,1503256.0,estimativa_intercensitaria,,,,772.19,1703.93,2290.87,5157.91,115.14,sentinel2,sentinel2_oficial_2019_2025
hostdime-joao-pessoa,HostDime Brazil (João Pessoa),João Pessoa,PB,Nordeste,Mata Atlântica,sites_validados,2013,,,,,,,,1933.02,2302.29,66.6,3856.41,1808.37,landsat,landsat_pre2019_nao_corrigido
hostdime-joao-pessoa,HostDime Brazil (João Pessoa),João Pessoa,PB,Nordeste,Mata Atlântica,sites_validados,2014,,,,,,,,2003.04,2149.2,67.95,3665.34,1659.87,landsat,landsat_pre2019_nao_corrigido
hostdime-joao-pessoa,HostDime Brazil (João Pessoa),João Pessoa,PB,Nordeste,Mata Atlântica,sites_validados,2015,,,,,,,,1783.08,1884.33,88.29,3923.01,1689.03,landsat,landsat_pre2019_nao_corrigido
hostdime-joao-pessoa,HostDime Brazil (João Pessoa),João Pessoa,PB,Nordeste,Mata Atlântica,sites_validados,2016,30.26,44.0,801718.0,estimativa_intercensitaria,273087.0,18651.0,18740050.0,1874.88,1893.6,85.5,3915.54,1732.05,landsat,landsat_pre2019_nao_corrigido
hostdime-joao-pessoa,HostDime Brazil (João Pessoa),João Pessoa,PB,Nordeste,Mata Atlântica,sites_validados,2017,29.08,45.0,811598.0,estimativa_intercensitaria,265153.0,18638.0,19740717.0,1790.19,2116.35,72.72,3626.91,1765.89,landsat,landsat_pre2019_nao_corrigido
hostdime-joao-pessoa,HostDime Brazil (João Pessoa),João Pessoa,PB,Nordeste,Mata Atlântica,sites_validados,2018,29.79,46.0,800323.0,estimativa_intercensitaria,260937.0,18545.0,19810216.0,1895.31,2013.93,111.51,4163.58,1853.73,landsat,landsat_pre2019_nao_corrigido
hostdime-joao-pessoa,HostDime Brazil (João Pessoa),João Pessoa,PB,Nordeste,Mata Atlântica,sites_validados,2019,29.92,44.0,809015.0,estimativa_intercensitaria,267971.0,20316.0,20846014.0,1884.32,1406.11,903.78,3859.56,1986.27,sentinel2,sentinel2_oficial_2019_2025
hostdime-joao-pessoa,HostDime Brazil (João Pessoa),João Pessoa,PB,Nordeste,Mata Atlântica,sites_validados,2020,30.45,44.0,817511.0,estimativa_intercensitaria,262019.0,21584.0,20728227.0,1947.33,1370.23,823.32,3887.69,2011.47,sentinel2,sentinel2_oficial_2019_2025
hostdime-joao-pessoa,HostDime Brazil (João Pessoa),João Pessoa,PB,Nordeste,Mata Atlântica,sites_validados,2021,29.83,45.0,825796.0,estimativa_intercensitaria,274381.0,23253.0,21865637.0,1895.27,1398.47,854.81,3898.77,1992.72,sentinel2,sentinel2_oficial_2019_2025
hostdime-joao-pessoa,HostDime Brazil (João Pessoa),João Pessoa,PB,Nordeste,Mata Atlântica,sites_validados,2022,29.42,44.0,833932.0,censo,278720.0,40087.0,24669919.0,2069.64,1205.19,741.42,4016.45,2007.34,sentinel2,sentinel2_oficial_2019_2025
hostdime-joao-pessoa,HostDime Brazil (João Pessoa),João Pessoa,PB,Nordeste,Mata Atlântica,sites_validados,2023,29.54,45.0,,,319286.0,44131.0,28442131.0,1898.56,1402.95,822.28,3887.9,2028.34,sentinel2,sentinel2_oficial_2019_2025
hostdime-joao-pessoa,HostDime Brazil (João Pessoa),João Pessoa,PB,Nordeste,Mata Atlântica,sites_validados,2024,29.43,46.0,888679.0,estimativa_intercensitaria,324808.0,48049.0,,2025.21,1198.41,752.3,4068.08,1996.04,sentinel2,sentinel2_oficial_2019_2025
hostdime-joao-pessoa,HostDime Brazil (João Pessoa),João Pessoa,PB,Nordeste,Mata Atlântica,sites_validados,2025,27.84,45.0,897633.0,estimativa_intercensitaria,,,,1860.96,1443.16,898.7,3861.06,1976.16,sentinel2,sentinel2_oficial_2019_2025
odata-hortolandia,ODATA Data Center SP02,Hortolândia,SP,Sudeste,Mata Atlântica,sites_validados,2013,,,,,,,,819.72,4426.2,104.85,4649.04,38.07,landsat,landsat_pre2019_nao_corrigido
odata-hortolandia,ODATA Data Center SP02,Hortolândia,SP,Sudeste,Mata Atlântica,sites_validados,2014,,,,,,,,561.51,4209.12,174.6,5045.49,36.81,landsat,landsat_pre2019_nao_corrigido
odata-hortolandia,ODATA Data Center SP02,Hortolândia,SP,Sudeste,Mata Atlântica,sites_validados,2015,,,,,,,,797.76,4248.54,101.43,4832.55,58.14,landsat,landsat_pre2019_nao_corrigido
odata-hortolandia,ODATA Data Center SP02,Hortolândia,SP,Sudeste,Mata Atlântica,sites_validados,2016,31.14,44.0,219039.0,estimativa_intercensitaria,43916.0,4551.0,11245733.0,558.72,4221.18,102.87,5101.47,55.26,landsat,landsat_pre2019_nao_corrigido
odata-hortolandia,ODATA Data Center SP02,Hortolândia,SP,Sudeste,Mata Atlântica,sites_validados,2017,30.91,44.0,222186.0,estimativa_intercensitaria,45683.0,4340.0,12411319.0,535.14,4069.44,108.0,5280.57,46.89,landsat,landsat_pre2019_nao_corrigido
odata-hortolandia,ODATA Data Center SP02,Hortolândia,SP,Sudeste,Mata Atlântica,sites_validados,2018,31.26,44.0,227353.0,estimativa_intercensitaria,43989.0,4437.0,13154947.0,546.21,4175.19,112.41,5158.17,47.79,landsat,landsat_pre2019_nao_corrigido
odata-hortolandia,ODATA Data Center SP02,Hortolândia,SP,Sudeste,Mata Atlântica,sites_validados,2019,31.58,44.0,230851.0,estimativa_intercensitaria,46222.0,4759.0,14738378.0,860.01,4198.91,1513.77,3391.51,75.84,sentinel2,sentinel2_oficial_2019_2025
odata-hortolandia,ODATA Data Center SP02,Hortolândia,SP,Sudeste,Mata Atlântica,sites_validados,2020,31.99,46.0,234259.0,estimativa_intercensitaria,46849.0,5044.0,16386639.0,754.32,4140.62,1827.59,3244.39,73.12,sentinel2,sentinel2_oficial_2019_2025
odata-hortolandia,ODATA Data Center SP02,Hortolândia,SP,Sudeste,Mata Atlântica,sites_validados,2021,32.04,46.0,237570.0,estimativa_intercensitaria,48701.0,5502.0,18377822.0,590.42,3935.31,2010.63,3434.56,69.12,sentinel2,sentinel2_oficial_2019_2025
odata-hortolandia,ODATA Data Center SP02,Hortolândia,SP,Sudeste,Mata Atlântica,sites_validados,2022,30.15,43.0,236641.0,censo,52612.0,8386.0,21420797.0,635.61,3847.24,1835.73,3630.69,90.77,sentinel2,sentinel2_oficial_2019_2025
odata-hortolandia,ODATA Data Center SP02,Hortolândia,SP,Sudeste,Mata Atlântica,sites_validados,2023,30.18,45.0,,,56564.0,9002.0,22163924.0,786.96,4023.9,1462.32,3679.8,87.06,sentinel2,sentinel2_oficial_2019_2025
odata-hortolandia,ODATA Data Center SP02,Hortolândia,SP,Sudeste,Mata Atlântica,sites_validados,2024,30.05,46.0,247331.0,estimativa_intercensitaria,58099.0,9701.0,,618.41,3965.88,1720.47,3655.63,79.65,sentinel2,sentinel2_oficial_2019_2025
odata-hortolandia,ODATA Data Center SP02,Hortolândia,SP,Sudeste,Mata Atlântica,sites_validados,2025,27.34,45.0,248842.0,estimativa_intercensitaria,,,,477.52,4093.65,1964.41,3427.24,77.22,sentinel2,sentinel2_oficial_2019_2025
pecem-datacenter,Pecém Data Center,São Gonçalo do Amarante,CE,,,datacentermap_novo,2016,,,,,,,2361426.0,,,,,,,
pecem-datacenter,Pecém Data Center,São Gonçalo do Amarante,CE,,,datacentermap_novo,2017,,,,,,,3083998.0,,,,,,,
pecem-datacenter,Pecém Data Center,São Gonçalo do Amarante,CE,,,datacentermap_novo,2018,,,,,,,4219743.0,,,,,,,
pecem-datacenter,Pecém Data Center,São Gonçalo do Amarante,CE,,,datacentermap_novo,2019,,,,,,,3759946.0,,,,,,,
pecem-datacenter,Pecém Data Center,São Gonçalo do Amarante,CE,,,datacentermap_novo,2020,,,,,,,4192888.0,,,,,,,
pecem-datacenter,Pecém Data Center,São Gonçalo do Amarante,CE,,,datacentermap_novo,2021,,,,,,,8624987.0,,,,,,,
pecem-datacenter,Pecém Data Center,São Gonçalo do Amarante,CE,,,datacentermap_novo,2022,,,,,,,6894155.0,,,,,,,
pecem-datacenter,Pecém Data Center,São Gonçalo do Amarante,CE,,,datacentermap_novo,2023,,,,,,,6908373.0,,,,,,,
rtone-uberlandia,RT-One Uberlândia,Uberlândia,MG,,,datacentermap_novo,2016,,,,,,,32553439.0,,,,,,,
rtone-uberlandia,RT-One Uberlândia,Uberlândia,MG,,,datacentermap_novo,2017,,,,,,,34211313.0,,,,,,,
rtone-uberlandia,RT-One Uberlândia,Uberlândia,MG,,,datacentermap_novo,2018,,,,,,,37513607.0,,,,,,,
rtone-uberlandia,RT-One Uberlândia,Uberlândia,MG,,,datacentermap_novo,2019,,,,,,,37638742.0,,,,,,,
rtone-uberlandia,RT-One Uberlândia,Uberlândia,MG,,,datacentermap_novo,2020,,,,,,,37635138.0,,,,,,,
rtone-uberlandia,RT-One Uberlândia,Uberlândia,MG,,,datacentermap_novo,2021,,,,,,,43030885.0,,,,,,,
rtone-uberlandia,RT-One Uberlândia,Uberlândia,MG,,,datacentermap_novo,2022,,,,,,,47790807.0,,,,,,,
rtone-uberlandia,RT-One Uberlândia,Uberlândia,MG,,,datacentermap_novo,2023,,,,,,,51065684.0,,,,,,,
scala-ai-city,Scala AI City,Eldorado do Sul,RS,,,datacentermap_novo,2016,,,,,,,1477422.0,,,,,,,
scala-ai-city,Scala AI City,Eldorado do Sul,RS,,,datacentermap_novo,2017,,,,,,,1585866.0,,,,,,,
scala-ai-city,Scala AI City,Eldorado do Sul,RS,,,datacentermap_novo,2018,,,,,,,1608902.0,,,,,,,
scala-ai-city,Scala AI City,Eldorado do Sul,RS,,,datacentermap_novo,2019,,,,,,,2154667.0,,,,,,,
scala-ai-city,Scala AI City,Eldorado do Sul,RS,,,datacentermap_novo,2020,,,,,,,1804067.0,,,,,,,
scala-ai-city,Scala AI City,Eldorado do Sul,RS,,,datacentermap_novo,2021,,,,,,,2120269.0,,,,,,,
scala-ai-city,Scala AI City,Eldorado do Sul,RS,,,datacentermap_novo,2022,,,,,,,2442465.0,,,,,,,
scala-ai-city,Scala AI City,Eldorado do Sul,RS,,,datacentermap_novo,2023,,,,,,,2623491.0,,,,,,,
scala-sgigsm01,Scala SGIGSM01,São João de Meriti,RJ,Sudeste,Mata Atlântica,sites_validados,2013,,,,,,,,180.27,939.24,31.41,8881.38,37.8,landsat,landsat_pre2019_nao_corrigido
scala-sgigsm01,Scala SGIGSM01,São João de Meriti,RJ,Sudeste,Mata Atlântica,sites_validados,2014,,,,,,,,212.04,878.67,22.59,8909.82,35.73,landsat,landsat_pre2019_nao_corrigido
scala-sgigsm01,Scala SGIGSM01,São João de Meriti,RJ,Sudeste,Mata Atlântica,sites_validados,2015,,,,,,,,107.64,656.1,14.49,9249.03,42.84,landsat,landsat_pre2019_nao_corrigido
scala-sgigsm01,Scala SGIGSM01,São João de Meriti,RJ,Sudeste,Mata Atlântica,sites_validados,2016,33.76,43.0,460541.0,estimativa_intercensitaria,57188.0,5270.0,9405814.0,193.05,797.13,18.36,9016.11,35.19,landsat,landsat_pre2019_nao_corrigido
scala-sgigsm01,Scala SGIGSM01,São João de Meriti,RJ,Sudeste,Mata Atlântica,sites_validados,2017,34.15,43.0,460461.0,estimativa_intercensitaria,54693.0,5185.0,9196061.0,244.17,733.14,63.18,8994.15,33.66,landsat,landsat_pre2019_nao_corrigido
scala-sgigsm01,Scala SGIGSM01,São João de Meriti,RJ,Sudeste,Mata Atlântica,sites_validados,2018,34.16,44.0,471888.0,estimativa_intercensitaria,53650.0,4907.0,9319208.0,250.29,792.18,60.84,8929.98,36.36,landsat,landsat_pre2019_nao_corrigido
scala-sgigsm01,Scala SGIGSM01,São João de Meriti,RJ,Sudeste,Mata Atlântica,sites_validados,2019,34.97,44.0,472406.0,estimativa_intercensitaria,54378.0,5069.0,9746519.0,268.0,770.29,1277.49,7683.15,71.17,sentinel2,sentinel2_oficial_2019_2025
scala-sgigsm01,Scala SGIGSM01,São João de Meriti,RJ,Sudeste,Mata Atlântica,sites_validados,2020,34.39,45.0,472906.0,estimativa_intercensitaria,50672.0,4909.0,9112402.0,294.73,763.09,1209.52,7725.58,77.18,sentinel2,sentinel2_oficial_2019_2025
scala-sgigsm01,Scala SGIGSM01,São João de Meriti,RJ,Sudeste,Mata Atlântica,sites_validados,2021,33.83,44.0,473385.0,estimativa_intercensitaria,51990.0,5077.0,8963716.0,258.33,755.41,1209.99,7776.49,69.88,sentinel2,sentinel2_oficial_2019_2025
scala-sgigsm01,Scala SGIGSM01,São João de Meriti,RJ,Sudeste,Mata Atlântica,sites_validados,2022,32.57,42.0,440962.0,censo,54023.0,8888.0,10615039.0,381.65,733.08,1043.34,7829.19,82.84,sentinel2,sentinel2_oficial_2019_2025
scala-sgigsm01,Scala SGIGSM01,São João de Meriti,RJ,Sudeste,Mata Atlântica,sites_validados,2023,33.27,44.0,,,62684.0,9182.0,11534047.0,363.11,614.25,1245.58,7765.06,82.1,sentinel2,sentinel2_oficial_2019_2025
scala-sgigsm01,Scala SGIGSM01,São João de Meriti,RJ,Sudeste,Mata Atlântica,sites_validados,2024,32.5,45.0,466536.0,estimativa_intercensitaria,60793.0,9209.0,,293.5,720.6,1050.12,7938.75,67.13,sentinel2,sentinel2_oficial_2019_2025
scala-sgigsm01,Scala SGIGSM01,São João de Meriti,RJ,Sudeste,Mata Atlântica,sites_validados,2025,29.81,44.0,466503.0,estimativa_intercensitaria,,,,356.22,790.22,1158.93,7690.37,74.36,sentinel2,sentinel2_oficial_2019_2025
scala-spoapa01,Scala SPOAPA01,Porto Alegre,RS,Sul,Mata Atlântica,sites_validados,2013,,,,,,,,873.63,1581.75,77.31,5208.93,1810.17,landsat,landsat_pre2019_nao_corrigido
scala-spoapa01,Scala SPOAPA01,Porto Alegre,RS,Sul,Mata Atlântica,sites_validados,2014,,,,,,,,1113.03,1840.23,66.42,4987.26,2006.01,landsat,landsat_pre2019_nao_corrigido
scala-spoapa01,Scala SPOAPA01,Porto Alegre,RS,Sul,Mata Atlântica,sites_validados,2015,,,,,,,,863.1,2039.58,55.89,5232.87,1848.06,landsat,landsat_pre2019_nao_corrigido
scala-spoapa01,Scala SPOAPA01,Porto Alegre,RS,Sul,Mata Atlântica,sites_validados,2016,23.85,46.0,1481019.0,estimativa_intercensitaria,709997.0,82365.0,72734881.0,910.35,1910.97,71.82,4668.03,1761.93,landsat,landsat_pre2019_nao_corrigido
scala-spoapa01,Scala SPOAPA01,Porto Alegre,RS,Sul,Mata Atlântica,sites_validados,2017,24.97,45.0,1484941.0,estimativa_intercensitaria,685467.0,81222.0,73314029.0,916.83,1875.96,51.84,5293.44,1901.61,landsat,landsat_pre2019_nao_corrigido
scala-spoapa01,Scala SPOAPA01,Porto Alegre,RS,Sul,Mata Atlântica,sites_validados,2018,24.58,46.0,1479101.0,estimativa_intercensitaria,678387.0,80124.0,77181703.0,1067.22,1832.13,48.24,5208.39,1883.97,landsat,landsat_pre2019_nao_corrigido
scala-spoapa01,Scala SPOAPA01,Porto Alegre,RS,Sul,Mata Atlântica,sites_validados,2019,25.28,45.0,1483771.0,estimativa_intercensitaria,673982.0,85956.0,82320598.0,934.16,1570.3,1805.96,3682.96,2046.66,sentinel2,sentinel2_oficial_2019_2025
scala-spoapa01,Scala SPOAPA01,Porto Alegre,RS,Sul,Mata Atlântica,sites_validados,2020,25.07,46.0,1488252.0,estimativa_intercensitaria,637650.0,87459.0,75976656.0,1183.19,1375.03,1874.14,3403.65,2204.03,sentinel2,sentinel2_oficial_2019_2025
scala-spoapa01,Scala SPOAPA01,Porto Alegre,RS,Sul,Mata Atlântica,sites_validados,2021,24.83,46.0,1492530.0,estimativa_intercensitaria,644623.0,90258.0,81563063.0,1166.22,1477.17,1607.7,3643.86,2145.09,sentinel2,sentinel2_oficial_2019_2025
scala-spoapa01,Scala SPOAPA01,Porto Alegre,RS,Sul,Mata Atlântica,sites_validados,2022,23.96,45.0,1332845.0,censo,660355.0,136102.0,90214952.0,1536.2,1179.99,1548.31,3622.1,2153.44,sentinel2,sentinel2_oficial_2019_2025
scala-spoapa01,Scala SPOAPA01,Porto Alegre,RS,Sul,Mata Atlântica,sites_validados,2023,24.06,46.0,,,683450.0,141750.0,104743272.0,1409.91,1293.34,1576.82,3610.62,2149.35,sentinel2,sentinel2_oficial_2019_2025
scala-spoapa01,Scala SPOAPA01,Porto Alegre,RS,Sul,Mata Atlântica,sites_validados,2024,23.84,44.0,1389322.0,estimativa_intercensitaria,699207.0,146301.0,,881.96,939.91,1407.95,3991.2,2819.02,sentinel2,sentinel2_oficial_2019_2025
scala-spoapa01,Scala SPOAPA01,Porto Alegre,RS,Sul,Mata Atlântica,sites_validados,2025,22.13,46.0,1388794.0,estimativa_intercensitaria,,,,1184.74,1160.26,1704.7,3540.47,2449.87,sentinel2,sentinel2_oficial_2019_2025
scala-tambore,Scala Data Centers - SGRUTB12,Barueri,SP,Sudeste,Mata Atlântica,sites_validados,2013,,,,,,,,2393.01,1511.73,83.16,5922.45,141.57,landsat,landsat_pre2019_nao_corrigido
scala-tambore,Scala Data Centers - SGRUTB12,Barueri,SP,Sudeste,Mata Atlântica,sites_validados,2014,,,,,,,,2310.3,1525.14,105.3,5891.04,145.8,landsat,landsat_pre2019_nao_corrigido
scala-tambore,Scala Data Centers - SGRUTB12,Barueri,SP,Sudeste,Mata Atlântica,sites_validados,2015,,,,,,,,1985.85,1635.75,122.04,6220.26,105.03,landsat,landsat_pre2019_nao_corrigido
scala-tambore,Scala Data Centers - SGRUTB12,Barueri,SP,Sudeste,Mata Atlântica,sites_validados,2016,28.8,44.0,264935.0,estimativa_intercensitaria,255718.0,13461.0,47063173.0,2227.32,1587.06,100.71,5968.44,130.05,landsat,landsat_pre2019_nao_corrigido
scala-tambore,Scala Data Centers - SGRUTB12,Barueri,SP,Sudeste,Mata Atlântica,sites_validados,2017,28.52,45.0,267534.0,estimativa_intercensitaria,252909.0,13397.0,47741849.0,2186.1,1602.81,79.29,6109.2,92.16,landsat,landsat_pre2019_nao_corrigido
scala-tambore,Scala Data Centers - SGRUTB12,Barueri,SP,Sudeste,Mata Atlântica,sites_validados,2018,28.8,43.0,271306.0,estimativa_intercensitaria,263148.0,13889.0,50562704.0,2209.23,1647.63,83.34,6042.87,85.68,landsat,landsat_pre2019_nao_corrigido
scala-tambore,Scala Data Centers - SGRUTB12,Barueri,SP,Sudeste,Mata Atlântica,sites_validados,2019,29.35,46.0,274182.0,estimativa_intercensitaria,278250.0,16923.0,52744931.0,2564.5,1292.03,1517.83,4425.79,269.95,sentinel2,sentinel2_oficial_2019_2025
scala-tambore,Scala Data Centers - SGRUTB12,Barueri,SP,Sudeste,Mata Atlântica,sites_validados,2020,28.96,46.0,276982.0,estimativa_intercensitaria,286841.0,18195.0,51600338.0,2382.47,1327.32,1624.2,4503.34,232.77,sentinel2,sentinel2_oficial_2019_2025
scala-tambore,Scala Data Centers - SGRUTB12,Barueri,SP,Sudeste,Mata Atlântica,sites_validados,2021,28.48,46.0,279704.0,estimativa_intercensitaria,312802.0,19885.0,58027667.0,2210.65,1364.84,1821.06,4445.87,227.68,sentinel2,sentinel2_oficial_2019_2025
scala-tambore,Scala Data Centers - SGRUTB12,Barueri,SP,Sudeste,Mata Atlântica,sites_validados,2022,27.58,44.0,316473.0,censo,351261.0,32866.0,69665769.0,2423.18,1264.97,1591.66,4512.32,277.97,sentinel2,sentinel2_oficial_2019_2025
scala-tambore,Scala Data Centers - SGRUTB12,Barueri,SP,Sudeste,Mata Atlântica,sites_validados,2023,28.2,46.0,,,372191.0,36329.0,71646710.0,2520.64,1189.9,1400.13,4648.15,311.28,sentinel2,sentinel2_oficial_2019_2025
scala-tambore,Scala Data Centers - SGRUTB12,Barueri,SP,Sudeste,Mata Atlântica,sites_validados,2024,27.48,46.0,330339.0,estimativa_intercensitaria,382619.0,41015.0,,2422.04,1323.72,1534.66,4551.08,238.6,sentinel2,sentinel2_oficial_2019_2025
scala-tambore,Scala Data Centers - SGRUTB12,Barueri,SP,Sudeste,Mata Atlântica,sites_validados,2025,24.41,45.0,333737.0,estimativa_intercensitaria,,,,2525.17,1173.84,1699.36,4413.16,258.57,sentinel2,sentinel2_oficial_2019_2025
