pareado_com,site_id,tipo,zona,sensor,ano,t_relativo,footprint_excluido,pixels_validos,pct_construida
ascenty-sumare,ctrl-ascenty-sumare-p01,controle,0.5-1km,landsat,2016,-1,False,2611,38.7591
ascenty-sumare,ctrl-ascenty-sumare-p01,controle,0.5-1km,landsat,2017,0,False,2611,38.5293
ascenty-sumare,ctrl-ascenty-sumare-p01,controle,0.5-1km,landsat,2018,1,False,2611,37.8016
ascenty-sumare,ctrl-ascenty-sumare-p01,controle,0.5-1km,landsat,2019,2,False,2611,36.6143
ascenty-sumare,ctrl-ascenty-sumare-p01,controle,0.5-1km,landsat,2020,3,False,2611,39.9464
ascenty-sumare,ctrl-ascenty-sumare-p01,controle,1-2km,landsat,2014,-3,False,10495,32.3583
ascenty-sumare,ctrl-ascenty-sumare-p01,controle,1-2km,landsat,2015,-2,False,10495,30.7384
ascenty-sumare,ctrl-ascenty-sumare-p01,controle,1-2km,landsat,2016,-1,False,10495,32.5584
ascenty-sumare,ctrl-ascenty-sumare-p01,controle,1-2km,landsat,2017,0,False,10495,34.2449
ascenty-sumare,ctrl-ascenty-sumare-p01,controle,1-2km,landsat,2018,1,False,10495,34.4736
ascenty-sumare,ctrl-ascenty-sumare-p01,controle,1-2km,landsat,2019,2,False,10495,33.9781
ascenty-sumare,ctrl-ascenty-sumare-p01,controle,1-2km,landsat,2020,3,False,10495,36.8461
ascenty-sumare,ascenty-sumare,tratamento,0-0.5km,landsat,2014,-3,True,842,87.4109
ascenty-sumare,ascenty-sumare,tratamento,0-0.5km,landsat,2015,-2,True,842,88.5986
ascenty-sumare,ascenty-sumare,tratamento,0-0.5km,landsat,2016,-1,True,842,90.8551
ascenty-sumare,ascenty-sumare,tratamento,0-0.5km,landsat,2017,0,True,842,91.4489
ascenty-sumare,ascenty-sumare,tratamento,0-0.5km,landsat,2018,1,True,842,90.4988
ascenty-sumare,ascenty-sumare,tratamento,0-0.5km,landsat,2019,2,True,842,91.8052
ascenty-sumare,ascenty-sumare,tratamento,0-0.5km,landsat,2020,3,True,842,91.0926
ascenty-sumare,ascenty-sumare,tratamento,0.5-1km,landsat,2014,-3,True,2560,60.2734
ascenty-sumare,ascenty-sumare,tratamento,0.5-1km,landsat,2015,-2,True,2560,58.3594
ascenty-sumare,ascenty-sumare,tratamento,0.5-1km,landsat,2016,-1,True,2560,57.9297
ascenty-sumare,ascenty-sumare,tratamento,0.5-1km,landsat,2017,0,True,2560,59.9219
ascenty-sumare,ascenty-sumare,tratamento,0.5-1km,landsat,2018,1,True,2560,60.5469
ascenty-sumare,ascenty-sumare,tratamento,0.5-1km,landsat,2019,2,True,2560,53.3984
ascenty-sumare,ascenty-sumare,tratamento,0.5-1km,landsat,2020,3,True,2560,60.3906
ascenty-sumare,ascenty-sumare,tratamento,1-2km,landsat,2014,-3,True,10476,52.4628
ascenty-sumare,ascenty-sumare,tratamento,1-2km,landsat,2015,-2,True,10476,49.5036
ascenty-sumare,ascenty-sumare,tratamento,1-2km,landsat,2016,-1,True,10476,49.685
ascenty-sumare,ascenty-sumare,tratamento,1-2km,landsat,2017,0,True,10476,51.3173
ascenty-sumare,ascenty-sumare,tratamento,1-2km,landsat,2018,1,True,10476,50.5536
ascenty-sumare,ascenty-sumare,tratamento,1-2km,landsat,2019,2,True,10476,50.5536
ascenty-sumare,ascenty-sumare,tratamento,1-2km,landsat,2020,3,True,10476,50.63
ascenty-vinhedo,ctrl-ascenty-vinhedo-p02,controle,0-0.5km,landsat,2016,-3,False,874,66.9336
ascenty-vinhedo,ctrl-ascenty-vinhedo-p02,controle,0-0.5km,landsat,2017,-2,False,874,69.222
ascenty-vinhedo,ctrl-ascenty-vinhedo-p02,controle,0-0.5km,landsat,2018,-1,False,874,65.6751
ascenty-vinhedo,ctrl-ascenty-vinhedo-p02,controle,0-0.5km,landsat,2019,0,False,874,56.9794
ascenty-vinhedo,ctrl-ascenty-vinhedo-p02,controle,0-0.5km,landsat,2020,1,False,874,56.865
ascenty-vinhedo,ctrl-ascenty-vinhedo-p02,controle,0-0.5km,landsat,2021,2,False,874,70.4805
ascenty-vinhedo,ctrl-ascenty-vinhedo-p02,controle,0-0.5km,landsat,2022,3,False,874,65.103
ascenty-vinhedo,ctrl-ascenty-vinhedo-p02,controle,0.5-1km,landsat,2016,-3,False,2615,43.7094
ascenty-vinhedo,ctrl-ascenty-vinhedo-p02,controle,0.5-1km,landsat,2017,-2,False,2615,45.086
ascenty-vinhedo,ctrl-ascenty-vinhedo-p02,controle,0.5-1km,landsat,2018,-1,False,2615,39.2734
ascenty-vinhedo,ctrl-ascenty-vinhedo-p02,controle,0.5-1km,landsat,2019,0,False,2615,37.935
ascenty-vinhedo,ctrl-ascenty-vinhedo-p02,controle,0.5-1km,landsat,2020,1,False,2615,38.3939
ascenty-vinhedo,ctrl-ascenty-vinhedo-p02,controle,0.5-1km,landsat,2021,2,False,2615,45.6979
ascenty-vinhedo,ctrl-ascenty-vinhedo-p02,controle,0.5-1km,landsat,2022,3,False,2615,45.6597
ascenty-vinhedo,ctrl-ascenty-vinhedo-p02,controle,1-2km,landsat,2016,-3,False,10483,27.4444
ascenty-vinhedo,ctrl-ascenty-vinhedo-p02,controle,1-2km,landsat,2017,-2,False,10483,28.2839
ascenty-vinhedo,ctrl-ascenty-vinhedo-p02,controle,1-2km,landsat,2018,-1,False,10483,25.0215
ascenty-vinhedo,ctrl-ascenty-vinhedo-p02,controle,1-2km,landsat,2019,0,False,10483,22.484
ascenty-vinhedo,ctrl-ascenty-vinhedo-p02,controle,1-2km,landsat,2020,1,False,10483,21.7686
ascenty-vinhedo,ctrl-ascenty-vinhedo-p02,controle,1-2km,landsat,2021,2,False,10483,26.357
ascenty-vinhedo,ctrl-ascenty-vinhedo-p02,controle,1-2km,landsat,2022,3,False,10483,27.1296
ascenty-vinhedo,ascenty-vinhedo,tratamento,0-0.5km,landsat,2016,-3,True,871,19.0586
ascenty-vinhedo,ascenty-vinhedo,tratamento,0-0.5km,landsat,2017,-2,True,871,20.3215
ascenty-vinhedo,ascenty-vinhedo,tratamento,0-0.5km,landsat,2018,-1,True,871,21.1251
ascenty-vinhedo,ascenty-vinhedo,tratamento,0-0.5km,landsat,2019,0,True,866,22.2864
ascenty-vinhedo,ascenty-vinhedo,tratamento,0-0.5km,landsat,2020,1,True,764,22.7749
ascenty-vinhedo,ascenty-vinhedo,tratamento,0-0.5km,landsat,2021,2,True,867,31.8339
ascenty-vinhedo,ascenty-vinhedo,tratamento,0-0.5km,landsat,2022,3,True,868,32.1429
ascenty-vinhedo,ascenty-vinhedo,tratamento,0.5-1km,landsat,2016,-3,True,2595,15.5684
ascenty-vinhedo,ascenty-vinhedo,tratamento,0.5-1km,landsat,2017,-2,True,2595,15.7225
ascenty-vinhedo,ascenty-vinhedo,tratamento,0.5-1km,landsat,2018,-1,True,2595,15.3372
ascenty-vinhedo,ascenty-vinhedo,tratamento,0.5-1km,landsat,2019,0,True,2595,13.5645
ascenty-vinhedo,ascenty-vinhedo,tratamento,0.5-1km,landsat,2020,1,True,2595,14.8362
ascenty-vinhedo,ascenty-vinhedo,tratamento,0.5-1km,landsat,2021,2,True,2595,15.4913
ascenty-vinhedo,ascenty-vinhedo,tratamento,0.5-1km,landsat,2022,3,True,2595,19.4605
ascenty-vinhedo,ascenty-vinhedo,tratamento,1-2km,landsat,2016,-3,True,10459,23.5491
ascenty-vinhedo,ascenty-vinhedo,tratamento,1-2km,landsat,2017,-2,True,10466,22.8741
ascenty-vinhedo,ascenty-vinhedo,tratamento,1-2km,landsat,2018,-1,True,10460,23.26
ascenty-vinhedo,ascenty-vinhedo,tratamento,1-2km,landsat,2019,0,True,10466,20.5332
ascenty-vinhedo,ascenty-vinhedo,tratamento,1-2km,landsat,2020,1,True,10466,20.686
ascenty-vinhedo,ascenty-vinhedo,tratamento,1-2km,landsat,2021,2,True,10466,21.6511
ascenty-vinhedo,ascenty-vinhedo,tratamento,1-2km,landsat,2022,3,True,10466,20.8294
clickip-manaus,ctrl-clickip-manaus-p01,controle,0-0.5km,s2,2020,-3,False,8448,0.0947
clickip-manaus,ctrl-clickip-manaus-p01,controle,0-0.5km,s2,2021,-2,False,8448,0.0237
clickip-manaus,ctrl-clickip-manaus-p01,controle,0-0.5km,s2,2022,-1,False,8448,0.0118
clickip-manaus,ctrl-clickip-manaus-p01,controle,0-0.5km,s2,2023,0,False,8448,0.0237
clickip-manaus,ctrl-clickip-manaus-p01,controle,0-0.5km,s2,2024,1,False,8448,0.071
clickip-manaus,ctrl-clickip-manaus-p01,controle,0-0.5km,s2,2025,2,False,8448,0.0118
clickip-manaus,ctrl-clickip-manaus-p01,controle,0.5-1km,s2,2020,-3,False,25294,0.4902
clickip-manaus,ctrl-clickip-manaus-p01,controle,0.5-1km,s2,2021,-2,False,25294,0.3874
clickip-manaus,ctrl-clickip-manaus-p01,controle,0.5-1km,s2,2022,-1,False,25294,0.85
clickip-manaus,ctrl-clickip-manaus-p01,controle,0.5-1km,s2,2023,0,False,25294,0.8579
clickip-manaus,ctrl-clickip-manaus-p01,controle,0.5-1km,s2,2024,1,False,25294,1.1821
clickip-manaus,ctrl-clickip-manaus-p01,controle,0.5-1km,s2,2025,2,False,25294,0.7156
clickip-manaus,ctrl-clickip-manaus-p01,controle,1-2km,s2,2020,-3,False,101161,0.8719
clickip-manaus,ctrl-clickip-manaus-p01,controle,1-2km,s2,2021,-2,False,101161,0.9638
clickip-manaus,ctrl-clickip-manaus-p01,controle,1-2km,s2,2022,-1,False,101161,1.6123
clickip-manaus,ctrl-clickip-manaus-p01,controle,1-2km,s2,2023,0,False,101161,1.4551
clickip-manaus,ctrl-clickip-manaus-p01,controle,1-2km,s2,2024,1,False,101161,1.809
clickip-manaus,ctrl-clickip-manaus-p01,controle,1-2km,s2,2025,2,False,101161,1.3869
clickip-manaus,clickip-manaus,tratamento,0-0.5km,s2,2020,-3,True,8390,52.5983
clickip-manaus,clickip-manaus,tratamento,0-0.5km,s2,2021,-2,True,8390,53.7664
clickip-manaus,clickip-manaus,tratamento,0-0.5km,s2,2022,-1,True,8390,60.0954
clickip-manaus,clickip-manaus,tratamento,0-0.5km,s2,2023,0,True,8390,60.2145
clickip-manaus,clickip-manaus,tratamento,0-0.5km,s2,2024,1,True,8390,58.534
clickip-manaus,clickip-manaus,tratamento,0-0.5km,s2,2025,2,True,8390,59.1895
clickip-manaus,clickip-manaus,tratamento,0.5-1km,s2,2020,-3,True,25242,60.3874
clickip-manaus,clickip-manaus,tratamento,0.5-1km,s2,2021,-2,True,25242,61.0055
clickip-manaus,clickip-manaus,tratamento,0.5-1km,s2,2022,-1,True,25242,62.9308
clickip-manaus,clickip-manaus,tratamento,0.5-1km,s2,2023,0,True,25242,63.6479
clickip-manaus,clickip-manaus,tratamento,0.5-1km,s2,2024,1,True,25242,64.8087
clickip-manaus,clickip-manaus,tratamento,0.5-1km,s2,2025,2,True,25242,63.4696
clickip-manaus,clickip-manaus,tratamento,1-2km,s2,2020,-3,True,100967,60.1127
clickip-manaus,clickip-manaus,tratamento,1-2km,s2,2021,-2,True,100967,61.9351
clickip-manaus,clickip-manaus,tratamento,1-2km,s2,2022,-1,True,100967,63.7604
clickip-manaus,clickip-manaus,tratamento,1-2km,s2,2023,0,True,100967,64.6063
clickip-manaus,clickip-manaus,tratamento,1-2km,s2,2024,1,True,100967,65.1589
clickip-manaus,clickip-manaus,tratamento,1-2km,s2,2025,2,True,100967,64.6716
equinix-santana-parnaiba,ctrl-equinix-santana-parnaiba-p01,controle,0-0.5km,landsat,2017,-3,False,876,13.4703
equinix-santana-parnaiba,ctrl-equinix-santana-parnaiba-p01,controle,0-0.5km,landsat,2018,-2,False,876,12.1005
equinix-santana-parnaiba,ctrl-equinix-santana-parnaiba-p01,controle,0-0.5km,landsat,2019,-1,False,876,12.3288
equinix-santana-parnaiba,ctrl-equinix-santana-parnaiba-p01,controle,0-0.5km,landsat,2020,0,False,876,12.1005
equinix-santana-parnaiba,ctrl-equinix-santana-parnaiba-p01,controle,0-0.5km,landsat,2021,1,False,876,22.1461
equinix-santana-parnaiba,ctrl-equinix-santana-parnaiba-p01,controle,0-0.5km,landsat,2022,2,False,876,14.6119
equinix-santana-parnaiba,ctrl-equinix-santana-parnaiba-p01,controle,0-0.5km,landsat,2023,3,False,876,13.3562
equinix-santana-parnaiba,ctrl-equinix-santana-parnaiba-p01,controle,0.5-1km,landsat,2017,-3,False,2608,10.9663
equinix-santana-parnaiba,ctrl-equinix-santana-parnaiba-p01,controle,0.5-1km,landsat,2018,-2,False,2608,10.1994
equinix-santana-parnaiba,ctrl-equinix-santana-parnaiba-p01,controle,0.5-1km,landsat,2019,-1,False,2608,10.046
equinix-santana-parnaiba,ctrl-equinix-santana-parnaiba-p01,controle,0.5-1km,landsat,2020,0,False,2608,10.3528
equinix-santana-parnaiba,ctrl-equinix-santana-parnaiba-p01,controle,0.5-1km,landsat,2021,1,False,2608,19.0567
equinix-santana-parnaiba,ctrl-equinix-santana-parnaiba-p01,controle,0.5-1km,landsat,2022,2,False,2608,12.5
equinix-santana-parnaiba,ctrl-equinix-santana-parnaiba-p01,controle,0.5-1km,landsat,2023,3,False,2608,11.0046
equinix-santana-parnaiba,ctrl-equinix-santana-parnaiba-p01,controle,1-2km,landsat,2017,-3,False,10480,5.3149
equinix-santana-parnaiba,ctrl-equinix-santana-parnaiba-p01,controle,1-2km,landsat,2018,-2,False,10480,5.7061
equinix-santana-parnaiba,ctrl-equinix-santana-parnaiba-p01,controle,1-2km,landsat,2019,-1,False,10480,5.3435
equinix-santana-parnaiba,ctrl-equinix-santana-parnaiba-p01,controle,1-2km,landsat,2020,0,False,10480,6.6889
equinix-santana-parnaiba,ctrl-equinix-santana-parnaiba-p01,controle,1-2km,landsat,2021,1,False,10480,7.9198
equinix-santana-parnaiba,ctrl-equinix-santana-parnaiba-p01,controle,1-2km,landsat,2022,2,False,10432,9.26
equinix-santana-parnaiba,ctrl-equinix-santana-parnaiba-p01,controle,1-2km,landsat,2023,3,False,10477,9.4493
equinix-santana-parnaiba,equinix-santana-parnaiba,tratamento,0-0.5km,landsat,2017,-3,True,738,20.8672
equinix-santana-parnaiba,equinix-santana-parnaiba,tratamento,0-0.5km,landsat,2018,-2,True,739,21.1096
equinix-santana-parnaiba,equinix-santana-parnaiba,tratamento,0-0.5km,landsat,2019,-1,True,739,20.5683
equinix-santana-parnaiba,equinix-santana-parnaiba,tratamento,0-0.5km,landsat,2020,0,True,739,23.1394
equinix-santana-parnaiba,equinix-santana-parnaiba,tratamento,0-0.5km,landsat,2021,1,True,739,24.0866
equinix-santana-parnaiba,equinix-santana-parnaiba,tratamento,0-0.5km,landsat,2022,2,True,696,22.9885
equinix-santana-parnaiba,equinix-santana-parnaiba,tratamento,0-0.5km,landsat,2023,3,True,739,24.3572
equinix-santana-parnaiba,equinix-santana-parnaiba,tratamento,0.5-1km,landsat,2017,-3,True,2614,39.671
equinix-santana-parnaiba,equinix-santana-parnaiba,tratamento,0.5-1km,landsat,2018,-2,True,2614,37.2609
equinix-santana-parnaiba,equinix-santana-parnaiba,tratamento,0.5-1km,landsat,2019,-1,True,2614,36.4193
equinix-santana-parnaiba,equinix-santana-parnaiba,tratamento,0.5-1km,landsat,2020,0,True,2614,38.2555
equinix-santana-parnaiba,equinix-santana-parnaiba,tratamento,0.5-1km,landsat,2021,1,True,2614,40.4744
equinix-santana-parnaiba,equinix-santana-parnaiba,tratamento,0.5-1km,landsat,2022,2,True,2564,40.6396
equinix-santana-parnaiba,equinix-santana-parnaiba,tratamento,0.5-1km,landsat,2023,3,True,2613,39.3035
equinix-santana-parnaiba,equinix-santana-parnaiba,tratamento,1-2km,landsat,2017,-3,True,10469,37.7495
equinix-santana-parnaiba,equinix-santana-parnaiba,tratamento,1-2km,landsat,2018,-2,True,10469,37.4343
equinix-santana-parnaiba,equinix-santana-parnaiba,tratamento,1-2km,landsat,2019,-1,True,10469,35.3711
equinix-santana-parnaiba,equinix-santana-parnaiba,tratamento,1-2km,landsat,2020,0,True,10469,36.9185
equinix-santana-parnaiba,equinix-santana-parnaiba,tratamento,1-2km,landsat,2021,1,True,10469,38.8385
equinix-santana-parnaiba,equinix-santana-parnaiba,tratamento,1-2km,landsat,2022,2,True,10469,39.2492
equinix-santana-parnaiba,equinix-santana-parnaiba,tratamento,1-2km,landsat,2023,3,True,10467,37.795
everest-goiania,ctrl-everest-goiania-p01,controle,0-0.5km,landsat,2018,-3,False,876,0.6849
everest-goiania,ctrl-everest-goiania-p01,controle,0-0.5km,landsat,2019,-2,False,876,1.0274
everest-goiania,ctrl-everest-goiania-p01,controle,0-0.5km,landsat,2020,-1,False,876,2.6256
everest-goiania,ctrl-everest-goiania-p01,controle,0-0.5km,landsat,2021,0,False,876,1.1416
everest-goiania,ctrl-everest-goiania-p01,controle,0-0.5km,landsat,2022,1,False,876,0.7991
everest-goiania,ctrl-everest-goiania-p01,controle,0-0.5km,landsat,2023,2,False,876,1.7123
everest-goiania,ctrl-everest-goiania-p01,controle,0-0.5km,landsat,2024,3,False,876,18.4932
everest-goiania,ctrl-everest-goiania-p01,controle,0.5-1km,landsat,2018,-3,False,2635,3.4156
everest-goiania,ctrl-everest-goiania-p01,controle,0.5-1km,landsat,2019,-2,False,2635,7.2865
everest-goiania,ctrl-everest-goiania-p01,controle,0.5-1km,landsat,2020,-1,False,2635,2.2391
everest-goiania,ctrl-everest-goiania-p01,controle,0.5-1km,landsat,2021,0,False,2635,4.7059
everest-goiania,ctrl-everest-goiania-p01,controle,0.5-1km,landsat,2022,1,False,2635,5.0854
everest-goiania,ctrl-everest-goiania-p01,controle,0.5-1km,landsat,2023,2,False,2635,5.4649
everest-goiania,ctrl-everest-goiania-p01,controle,0.5-1km,landsat,2024,3,False,2635,11.8786
everest-goiania,ctrl-everest-goiania-p01,controle,1-2km,landsat,2018,-3,False,10509,20.5348
everest-goiania,ctrl-everest-goiania-p01,controle,1-2km,landsat,2019,-2,False,10509,24.4077
everest-goiania,ctrl-everest-goiania-p01,controle,1-2km,landsat,2020,-1,False,10509,20.354
everest-goiania,ctrl-everest-goiania-p01,controle,1-2km,landsat,2021,0,False,10509,24.1983
everest-goiania,ctrl-everest-goiania-p01,controle,1-2km,landsat,2022,1,False,10509,28.4613
everest-goiania,ctrl-everest-goiania-p01,controle,1-2km,landsat,2023,2,False,10509,20.2017
everest-goiania,ctrl-everest-goiania-p01,controle,1-2km,landsat,2024,3,False,10509,24.7883
everest-goiania,everest-goiania,tratamento,0-0.5km,landsat,2018,-3,False,876,91.3242
everest-goiania,everest-goiania,tratamento,0-0.5km,landsat,2019,-2,False,876,95.5479
everest-goiania,everest-goiania,tratamento,0-0.5km,landsat,2020,-1,False,876,89.726
everest-goiania,everest-goiania,tratamento,0-0.5km,landsat,2021,0,False,876,92.3516
everest-goiania,everest-goiania,tratamento,0-0.5km,landsat,2022,1,False,876,93.8356
everest-goiania,everest-goiania,tratamento,0-0.5km,landsat,2023,2,False,876,87.4429
everest-goiania,everest-goiania,tratamento,0-0.5km,landsat,2024,3,False,876,95.0913
everest-goiania,everest-goiania,tratamento,0.5-1km,landsat,2018,-3,False,2633,83.327
everest-goiania,everest-goiania,tratamento,0.5-1km,landsat,2019,-2,False,2633,87.2009
everest-goiania,everest-goiania,tratamento,0.5-1km,landsat,2020,-1,False,2633,81.2761
everest-goiania,everest-goiania,tratamento,0.5-1km,landsat,2021,0,False,2633,84.2005
everest-goiania,everest-goiania,tratamento,0.5-1km,landsat,2022,1,False,2633,86.5173
everest-goiania,everest-goiania,tratamento,0.5-1km,landsat,2023,2,False,2633,80.4026
everest-goiania,everest-goiania,tratamento,0.5-1km,landsat,2024,3,False,2633,86.9351
everest-goiania,everest-goiania,tratamento,1-2km,landsat,2018,-3,False,10516,76.8828
everest-goiania,everest-goiania,tratamento,1-2km,landsat,2019,-2,False,10516,78.2997
everest-goiania,everest-goiania,tratamento,1-2km,landsat,2020,-1,False,10516,75.6371
everest-goiania,everest-goiania,tratamento,1-2km,landsat,2021,0,False,10516,78.528
everest-goiania,everest-goiania,tratamento,1-2km,landsat,2022,1,False,10516,80.4964
everest-goiania,everest-goiania,tratamento,1-2km,landsat,2023,2,False,10516,74.4865
everest-goiania,everest-goiania,tratamento,1-2km,landsat,2024,3,False,10516,81.1906
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0-0.5km,landsat,2014,-3,False,901,6.7703
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0-0.5km,landsat,2015,-2,False,901,12.5416
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0-0.5km,landsat,2016,-1,False,901,11.7647
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0-0.5km,landsat,2017,0,False,901,10.0999
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0-0.5km,landsat,2018,1,False,901,10.8768
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0-0.5km,landsat,2019,2,False,901,7.5472
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0-0.5km,landsat,2020,3,False,901,10.9878
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0.5-1km,landsat,2014,-3,False,2698,11.6012
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0.5-1km,landsat,2015,-2,False,2698,20.9044
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0.5-1km,landsat,2016,-1,False,2698,17.3091
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0.5-1km,landsat,2017,0,False,2698,9.3032
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0.5-1km,landsat,2018,1,False,2698,17.4203
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0.5-1km,landsat,2019,2,False,2698,15.2335
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0.5-1km,landsat,2020,3,False,2698,16.9385
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,1-2km,landsat,2014,-3,False,10798,11.6318
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,1-2km,landsat,2015,-2,False,10798,19.2536
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,1-2km,landsat,2016,-1,False,10798,16.7994
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,1-2km,landsat,2017,0,False,10798,14.1415
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,1-2km,landsat,2018,1,False,10798,18.0774
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,1-2km,landsat,2019,2,False,10750,20.1767
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,1-2km,landsat,2020,3,False,10798,18.2071
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,0-0.5km,landsat,2014,-3,True,896,85.8259
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,0-0.5km,landsat,2015,-2,True,896,90.625
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,0-0.5km,landsat,2016,-1,True,896,91.7411
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,0-0.5km,landsat,2017,0,True,896,84.2634
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,0-0.5km,landsat,2018,1,True,896,90.2902
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,0-0.5km,landsat,2019,2,True,896,86.1607
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,0-0.5km,landsat,2020,3,True,896,90.7366
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,0.5-1km,landsat,2014,-3,True,2698,81.6531
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,0.5-1km,landsat,2015,-2,True,2698,86.5827
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,0.5-1km,landsat,2016,-1,True,2688,89.3601
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,0.5-1km,landsat,2017,0,True,2682,80.9471
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,0.5-1km,landsat,2018,1,True,2698,85.5078
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,0.5-1km,landsat,2019,2,True,2696,86.2018
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,0.5-1km,landsat,2020,3,True,2540,82.3622
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,1-2km,landsat,2014,-3,True,10785,59.8795
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,1-2km,landsat,2015,-2,True,10462,67.7022
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,1-2km,landsat,2016,-1,True,10453,68.851
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,1-2km,landsat,2017,0,True,9562,63.1981
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,1-2km,landsat,2018,1,True,10782,66.138
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,1-2km,landsat,2019,2,True,10051,66.9187
hostdime-joao-pessoa,hostdime-joao-pessoa,tratamento,1-2km,landsat,2020,3,True,9863,66.9675
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,0-0.5km,s2,2019,-3,False,7853,91.481
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,0-0.5km,s2,2020,-2,False,7853,92.3087
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,0-0.5km,s2,2021,-1,False,7853,91.5192
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,0-0.5km,s2,2022,0,False,7853,92.869
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,0-0.5km,s2,2023,1,False,7853,92.3341
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,0-0.5km,s2,2024,2,False,7853,93.4802
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,0-0.5km,s2,2025,3,False,7853,92.2832
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,0.5-1km,s2,2019,-3,False,23563,73.3141
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,0.5-1km,s2,2020,-2,False,23563,74.1502
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,0.5-1km,s2,2021,-1,False,23563,74.0101
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,0.5-1km,s2,2022,0,False,23563,73.6833
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,0.5-1km,s2,2023,1,False,23563,75.6567
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,0.5-1km,s2,2024,2,False,23563,74.7316
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,0.5-1km,s2,2025,3,False,23563,73.2292
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,1-2km,s2,2019,-3,False,94224,70.3069
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,1-2km,s2,2020,-2,False,94224,71.4871
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,1-2km,s2,2021,-1,False,94224,71.7429
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,1-2km,s2,2022,0,False,94224,70.5723
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,1-2km,s2,2023,1,False,94224,72.4242
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,1-2km,s2,2024,2,False,94224,73.1003
scala-sgigsm01,ctrl-scala-sgigsm01-p01,controle,1-2km,s2,2025,3,False,94224,70.4598
scala-sgigsm01,scala-sgigsm01,tratamento,0-0.5km,s2,2019,-3,True,7493,68.7575
