metrica,n_pares,n_aqueceu_mais_que_controle,frac_positivo,p_bilateral,excesso_mediano_c,excesso_medio_c,desvio_do_excesso_c
lst_media_celsius,15,6,0.4,0.6072,-0.071,-0.244,0.879
