campus,site_id,tipo,zona,ano,t_relativo,pixels_validos,lst_media_c
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0-0.5km,2014,-3,871,33.5758
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0-0.5km,2015,-2,871,34.005
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0-0.5km,2016,-1,871,33.8458
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0-0.5km,2017,0,871,31.9633
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0-0.5km,2018,1,871,33.562
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0-0.5km,2019,2,668,25.7528
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0-0.5km,2020,3,871,31.2355
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0.5-1km,2014,-3,2611,34.0746
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0.5-1km,2015,-2,2611,33.976
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0.5-1km,2016,-1,2611,34.1954
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0.5-1km,2017,0,2611,32.059
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0.5-1km,2018,1,2611,33.8899
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0.5-1km,2019,2,1892,28.1621
hostdime-joao-pessoa,ctrl-hostdime-joao-pessoa-p01,controle,0.5-1km,2020,3,2611,31.1056
scala-tambore,scala-tambore,tratamento,0-0.5km,2018,-3,831,26.7924
scala-tambore,scala-tambore,tratamento,0-0.5km,2019,-2,831,26.8837
scala-tambore,scala-tambore,tratamento,0-0.5km,2020,-1,831,25.0885
scala-tambore,scala-tambore,tratamento,0-0.5km,2021,0,831,27.4613
scala-tambore,scala-tambore,tratamento,0-0.5km,2022,1,831,25.1664
scala-tambore,scala-tambore,tratamento,0-0.5km,2023,2,831,25.9134
scala-tambore,scala-tambore,tratamento,0-0.5km,2024,3,831,25.216
scala-tambore,scala-tambore,tratamento,0.5-1km,2018,-3,2621,26.2145
scala-tambore,scala-tambore,tratamento,0.5-1km,2019,-2,2621,27.0738
scala-tambore,scala-tambore,tratamento,0.5-1km,2020,-1,2621,25.1332
scala-tambore,scala-tambore,tratamento,0.5-1km,2021,0,2621,27.3386
scala-tambore,scala-tambore,tratamento,0.5-1km,2022,1,2621,25.349
scala-tambore,scala-tambore,tratamento,0.5-1km,2023,2,2621,25.8611
scala-tambore,scala-tambore,tratamento,0.5-1km,2024,3,2621,25.4714
scala-tambore,ctrl-scala-tambore-p01,controle,0-0.5km,2018,-3,873,25.3026
scala-tambore,ctrl-scala-tambore-p01,controle,0-0.5km,2019,-2,873,25.2592
scala-tambore,ctrl-scala-tambore-p01,controle,0-0.5km,2020,-1,873,23.2694
scala-tambore,ctrl-scala-tambore-p01,controle,0-0.5km,2021,0,873,24.3182
scala-tambore,ctrl-scala-tambore-p01,controle,0-0.5km,2022,1,873,21.1505
scala-tambore,ctrl-scala-tambore-p01,controle,0-0.5km,2023,2,873,23.0546
scala-tambore,ctrl-scala-tambore-p01,controle,0-0.5km,2024,3,873,22.9994
scala-tambore,ctrl-scala-tambore-p01,controle,0.5-1km,2018,-3,2620,25.8576
scala-tambore,ctrl-scala-tambore-p01,controle,0.5-1km,2019,-2,2620,25.7027
scala-tambore,ctrl-scala-tambore-p01,controle,0.5-1km,2020,-1,2620,23.1656
scala-tambore,ctrl-scala-tambore-p01,controle,0.5-1km,2021,0,2620,24.6612
scala-tambore,ctrl-scala-tambore-p01,controle,0.5-1km,2022,1,2620,21.8344
scala-tambore,ctrl-scala-tambore-p01,controle,0.5-1km,2023,2,2620,23.4978
scala-tambore,ctrl-scala-tambore-p01,controle,0.5-1km,2024,3,2620,23.871
