site_id,tipo,pareado_com,municipio,uf,codigo_ibge,ano,populacao,populacao_tipo_estimativa,emprego_formal_total,pessoal_ocupado_total,numero_empresas,pib_mil_reais,municipio_compartilhado_com_par,data_extracao
ctrl-hostdime-joao-pessoa-p01,controle,hostdime-joao-pessoa,Conde,PB,2504603,2016,24380.0,estimativa_intercensitaria,3621.0,4060.0,380.0,592787.0,False,2026-09-06
ctrl-hostdime-joao-pessoa-p01,controle,hostdime-joao-pessoa,Conde,PB,2504603,2017,24769.0,estimativa_intercensitaria,4191.0,4624.0,380.0,636152.0,False,2026-09-06
ctrl-hostdime-joao-pessoa-p01,controle,hostdime-joao-pessoa,Conde,PB,2504603,2018,24323.0,estimativa_intercensitaria,4617.0,5060.0,383.0,712621.0,False,2026-09-06
ctrl-hostdime-joao-pessoa-p01,controle,hostdime-joao-pessoa,Conde,PB,2504603,2019,24670.0,estimativa_intercensitaria,5527.0,5974.0,436.0,809844.0,False,2026-09-06
ctrl-hostdime-joao-pessoa-p01,controle,hostdime-joao-pessoa,Conde,PB,2504603,2020,25010.0,estimativa_intercensitaria,5614.0,6115.0,480.0,890607.0,False,2026-09-06
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,João Pessoa,PB,2507507,2014,,,299490.0,326765.0,18024.0,17449530.0,False,2026-09-06
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,João Pessoa,PB,2507507,2015,,,287941.0,314982.0,18350.0,18272539.0,False,2026-09-06
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,João Pessoa,PB,2507507,2016,801718.0,estimativa_intercensitaria,273087.0,300491.0,18651.0,18740050.0,False,2026-09-06
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,João Pessoa,PB,2507507,2017,811598.0,estimativa_intercensitaria,265153.0,292793.0,18638.0,19740717.0,False,2026-09-06
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,João Pessoa,PB,2507507,2018,800323.0,estimativa_intercensitaria,260937.0,288866.0,18545.0,19810216.0,False,2026-09-06
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,João Pessoa,PB,2507507,2019,809015.0,estimativa_intercensitaria,267971.0,296943.0,20316.0,20846014.0,False,2026-09-06
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,João Pessoa,PB,2507507,2020,817511.0,estimativa_intercensitaria,262019.0,292533.0,21584.0,20728227.0,False,2026-09-06
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,Rio de Janeiro,RJ,3304557,2019,6718903.0,estimativa_intercensitaria,2189270.0,2491779.0,208534.0,354932611.0,False,2026-09-06
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,Rio de Janeiro,RJ,3304557,2020,6747815.0,estimativa_intercensitaria,2031212.0,2341926.0,212940.0,331471515.0,False,2026-09-06
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,Rio de Janeiro,RJ,3304557,2021,6775561.0,estimativa_intercensitaria,2077038.0,2396117.0,223433.0,359632648.0,False,2026-09-06
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,Rio de Janeiro,RJ,3304557,2022,6211223.0,censo,2237066.0,2746816.0,365486.0,380381515.0,False,2026-09-06
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,Rio de Janeiro,RJ,3304557,2023,,,2367980.0,2900940.0,385312.0,418462360.0,False,2026-09-06
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,Rio de Janeiro,RJ,3304557,2024,6729894.0,estimativa_intercensitaria,2451749.0,2997653.0,402837.0,,False,2026-09-06
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,Rio de Janeiro,RJ,3304557,2025,6730729.0,estimativa_intercensitaria,,,,,False,2026-09-06
scala-sgigsm01,tratamento,scala-sgigsm01,São João de Meriti,RJ,3305109,2019,472406.0,estimativa_intercensitaria,54378.0,61437.0,5069.0,9746519.0,False,2026-09-06
scala-sgigsm01,tratamento,scala-sgigsm01,São João de Meriti,RJ,3305109,2020,472906.0,estimativa_intercensitaria,50672.0,57378.0,4909.0,9112402.0,False,2026-09-06
scala-sgigsm01,tratamento,scala-sgigsm01,São João de Meriti,RJ,3305109,2021,473385.0,estimativa_intercensitaria,51990.0,58691.0,5077.0,8963716.0,False,2026-09-06
scala-sgigsm01,tratamento,scala-sgigsm01,São João de Meriti,RJ,3305109,2022,440962.0,censo,54023.0,65538.0,8888.0,10615039.0,False,2026-09-06
scala-sgigsm01,tratamento,scala-sgigsm01,São João de Meriti,RJ,3305109,2023,,,62684.0,74324.0,9182.0,11534047.0,False,2026-09-06
scala-sgigsm01,tratamento,scala-sgigsm01,São João de Meriti,RJ,3305109,2024,466536.0,estimativa_intercensitaria,60793.0,72323.0,9209.0,,False,2026-09-06
scala-sgigsm01,tratamento,scala-sgigsm01,São João de Meriti,RJ,3305109,2025,466503.0,estimativa_intercensitaria,,,,,False,2026-09-06
ctrl-scala-spoapa01-p01,controle,scala-spoapa01,Sapucaia do Sul,RS,4320008,2020,141808.0,estimativa_intercensitaria,20069.0,24009.0,2998.0,3492827.0,False,2026-09-06
ctrl-scala-spoapa01-p01,controle,scala-spoapa01,Sapucaia do Sul,RS,4320008,2021,142508.0,estimativa_intercensitaria,21181.0,25180.0,3093.0,4204086.0,False,2026-09-06
ctrl-scala-spoapa01-p01,controle,scala-spoapa01,Sapucaia do Sul,RS,4320008,2022,132107.0,censo,22193.0,28101.0,4854.0,4378885.0,False,2026-09-06
ctrl-scala-spoapa01-p01,controle,scala-spoapa01,Sapucaia do Sul,RS,4320008,2023,,,21808.0,27862.0,4988.0,4729408.0,False,2026-09-06
ctrl-scala-spoapa01-p01,controle,scala-spoapa01,Sapucaia do Sul,RS,4320008,2024,136542.0,estimativa_intercensitaria,22312.0,28481.0,5152.0,,False,2026-09-06
ctrl-scala-spoapa01-p01,controle,scala-spoapa01,Sapucaia do Sul,RS,4320008,2025,136572.0,estimativa_intercensitaria,,,,,False,2026-09-06
scala-spoapa01,tratamento,scala-spoapa01,Porto Alegre,RS,4314902,2020,1488252.0,estimativa_intercensitaria,637650.0,753720.0,87459.0,75976656.0,False,2026-09-06
scala-spoapa01,tratamento,scala-spoapa01,Porto Alegre,RS,4314902,2021,1492530.0,estimativa_intercensitaria,644623.0,764557.0,90258.0,81563063.0,False,2026-09-06
scala-spoapa01,tratamento,scala-spoapa01,Porto Alegre,RS,4314902,2022,1332845.0,censo,660355.0,843244.0,136102.0,90214952.0,False,2026-09-06
scala-spoapa01,tratamento,scala-spoapa01,Porto Alegre,RS,4314902,2023,,,683450.0,874230.0,141750.0,104743272.0,False,2026-09-06
scala-spoapa01,tratamento,scala-spoapa01,Porto Alegre,RS,4314902,2024,1389322.0,estimativa_intercensitaria,699207.0,892726.0,146301.0,,False,2026-09-06
scala-spoapa01,tratamento,scala-spoapa01,Porto Alegre,RS,4314902,2025,1388794.0,estimativa_intercensitaria,,,,,False,2026-09-06
ctrl-scala-tambore-p01,controle,scala-tambore,Pirapora do Bom Jesus,SP,3539103,2018,18604.0,estimativa_intercensitaria,2194.0,2700.0,379.0,448449.0,False,2026-09-06
ctrl-scala-tambore-p01,controle,scala-tambore,Pirapora do Bom Jesus,SP,3539103,2019,18895.0,estimativa_intercensitaria,2483.0,3016.0,432.0,525826.0,False,2026-09-06
ctrl-scala-tambore-p01,controle,scala-tambore,Pirapora do Bom Jesus,SP,3539103,2020,19178.0,estimativa_intercensitaria,2395.0,2901.0,419.0,516395.0,False,2026-09-06
ctrl-scala-tambore-p01,controle,scala-tambore,Pirapora do Bom Jesus,SP,3539103,2021,19453.0,estimativa_intercensitaria,2507.0,3019.0,432.0,826672.0,False,2026-09-06
ctrl-scala-tambore-p01,controle,scala-tambore,Pirapora do Bom Jesus,SP,3539103,2022,18370.0,censo,2965.0,3932.0,778.0,713385.0,False,2026-09-06
ctrl-scala-tambore-p01,controle,scala-tambore,Pirapora do Bom Jesus,SP,3539103,2023,,,3227.0,4193.0,780.0,693314.0,False,2026-09-06
ctrl-scala-tambore-p01,controle,scala-tambore,Pirapora do Bom Jesus,SP,3539103,2024,18836.0,estimativa_intercensitaria,3273.0,4218.0,804.0,,False,2026-09-06
scala-tambore,tratamento,scala-tambore,Barueri,SP,3505708,2018,271306.0,estimativa_intercensitaria,263148.0,280439.0,13889.0,50562704.0,False,2026-09-06
scala-tambore,tratamento,scala-tambore,Barueri,SP,3505708,2019,274182.0,estimativa_intercensitaria,278250.0,298498.0,16923.0,52744931.0,False,2026-09-06
scala-tambore,tratamento,scala-tambore,Barueri,SP,3505708,2020,276982.0,estimativa_intercensitaria,286841.0,309916.0,18195.0,51600338.0,False,2026-09-06
scala-tambore,tratamento,scala-tambore,Barueri,SP,3505708,2021,279704.0,estimativa_intercensitaria,312802.0,337990.0,19885.0,58027667.0,False,2026-09-06
scala-tambore,tratamento,scala-tambore,Barueri,SP,3505708,2022,316473.0,censo,351261.0,397393.0,32866.0,69665769.0,False,2026-09-06
scala-tambore,tratamento,scala-tambore,Barueri,SP,3505708,2023,,,372191.0,423055.0,36329.0,71646710.0,False,2026-09-06
scala-tambore,tratamento,scala-tambore,Barueri,SP,3505708,2024,330339.0,estimativa_intercensitaria,382619.0,439018.0,41015.0,,False,2026-09-06
